,cStatoCT,cConteaCT,nSitCT,dateCT,O3meanCT
521,9.0,1.0,9003.0,2009-04-28,0.044417
522,9.0,1.0,9003.0,2009-04-29,0.034042
523,9.0,1.0,9003.0,2009-04-30,0.035042
524,9.0,1.0,9003.0,2009-05-01,0.021708
525,9.0,1.0,9003.0,2009-05-02,0.028042
526,9.0,1.0,9003.0,2009-05-03,0.025375
527,9.0,1.0,9003.0,2009-05-04,0.030958
528,9.0,1.0,9003.0,2009-05-05,0.033542
529,9.0,1.0,9003.0,2009-05-06,0.029917
530,9.0,1.0,9003.0,2009-05-07,0.013792
531,9.0,1.0,9003.0,2009-05-08,0.028458
532,9.0,1.0,9003.0,2009-05-09,0.030333
533,9.0,1.0,9003.0,2009-05-10,0.033958
534,9.0,1.0,9003.0,2009-05-11,0.027417
535,9.0,1.0,9003.0,2009-05-12,0.024667
536,9.0,1.0,9003.0,2009-05-13,0.038292
537,9.0,1.0,9003.0,2009-05-14,0.037042
538,9.0,1.0,9003.0,2009-05-15,0.027042
539,9.0,1.0,9003.0,2009-05-16,0.022708
540,9.0,1.0,9003.0,2009-05-17,0.0315
541,9.0,1.0,9003.0,2009-05-18,0.029917
542,9.0,1.0,9003.0,2009-05-19,0.031208
543,9.0,1.0,9003.0,2009-05-20,0.032125
544,9.0,1.0,9003.0,2009-05-27,0.021958
545,9.0,1.0,9003.0,2009-05-28,0.019917
546,9.0,1.0,9003.0,2009-05-29,0.013958
547,9.0,1.0,9003.0,2009-05-30,0.026625
548,9.0,1.0,9003.0,2009-05-31,0.031708
549,9.0,1.0,9003.0,2009-06-01,0.032708
550,9.0,1.0,9003.0,2009-06-02,0.033667
551,9.0,1.0,9003.0,2009-06-03,0.025708
552,9.0,1.0,9003.0,2009-06-04,0.020042
553,9.0,1.0,9003.0,2009-06-05,0.023958
554,9.0,1.0,9003.0,2009-06-06,0.034667
555,9.0,1.0,9003.0,2009-06-07,0.037875
556,9.0,1.0,9003.0,2009-06-08,0.032167
557,9.0,1.0,9003.0,2009-06-09,0.02425
558,9.0,1.0,9003.0,2009-06-10,0.018444
559,9.0,1.0,9003.0,2009-06-11,0.021167
560,9.0,1.0,9003.0,2009-06-12,0.018833
561,9.0,1.0,9003.0,2009-06-13,0.02225
562,9.0,1.0,9003.0,2009-06-14,0.02325
563,9.0,1.0,9003.0,2009-06-15,0.023333
564,9.0,1.0,9003.0,2009-06-16,0.024292
565,9.0,1.0,9003.0,2009-06-17,0.025167
566,9.0,1.0,9003.0,2009-06-18,0.02725
567,9.0,1.0,9003.0,2009-06-19,0.023833
568,9.0,1.0,9003.0,2009-06-20,0.024542
569,9.0,1.0,9003.0,2009-06-21,0.023083
570,9.0,1.0,9003.0,2009-06-22,0.021125
571,9.0,1.0,9003.0,2009-06-23,0.01925
572,9.0,1.0,9003.0,2009-06-24,0.017625
573,9.0,1.0,9003.0,2009-06-25,0.028625
574,9.0,1.0,9003.0,2009-06-26,0.021167
575,9.0,1.0,9003.0,2009-06-27,0.026917
576,9.0,1.0,9003.0,2009-06-28,0.038208
577,9.0,1.0,9003.0,2009-06-29,0.033333
578,9.0,1.0,9003.0,2009-06-30,0.035292
579,9.0,1.0,9003.0,2009-07-01,0.038833
580,9.0,1.0,9003.0,2009-07-02,0.040667
581,9.0,1.0,9003.0,2009-07-03,0.025917
582,9.0,1.0,9003.0,2009-07-04,0.025625
583,9.0,1.0,9003.0,2009-07-05,0.027958
584,9.0,1.0,9003.0,2009-07-06,0.036625
585,9.0,1.0,9003.0,2009-07-07,0.032542
586,9.0,1.0,9003.0,2009-07-08,0.021167
587,9.0,1.0,9003.0,2009-07-09,0.016125
588,9.0,1.0,9003.0,2009-07-10,0.024292
589,9.0,1.0,9003.0,2009-07-11,0.037333
590,9.0,1.0,9003.0,2009-07-12,0.031583
591,9.0,1.0,9003.0,2009-07-13,0.026
592,9.0,1.0,9003.0,2009-07-14,0.022042
593,9.0,1.0,9003.0,2009-07-15,0.032917
594,9.0,1.0,9003.0,2009-07-16,0.048875
595,9.0,1.0,9003.0,2009-07-17,0.0425
596,9.0,1.0,9003.0,2009-07-18,0.035833
597,9.0,1.0,9003.0,2009-07-19,0.027625
598,9.0,1.0,9003.0,2009-07-20,0.035
599,9.0,1.0,9003.0,2009-07-21,0.019417
600,9.0,1.0,9003.0,2009-07-22,0.027
601,9.0,1.0,9003.0,2009-07-23,0.035958
602,9.0,1.0,9003.0,2009-07-24,0.03675
603,9.0,1.0,9003.0,2009-07-25,0.041
604,9.0,1.0,9003.0,2009-07-26,0.0385
605,9.0,1.0,9003.0,2009-07-27,0.030917
606,9.0,1.0,9003.0,2009-07-28,0.035042
607,9.0,1.0,9003.0,2009-07-29,0.029042
608,9.0,1.0,9003.0,2009-07-30,0.0275
609,9.0,1.0,9003.0,2009-07-31,0.021333
610,9.0,1.0,9003.0,2009-08-01,0.034792
611,9.0,1.0,9003.0,2009-08-02,0.022875
612,9.0,1.0,9003.0,2009-08-03,0.030458
613,9.0,1.0,9003.0,2009-08-04,0.041375
614,9.0,1.0,9003.0,2009-08-05,0.036167
615,9.0,1.0,9003.0,2009-08-06,0.019667
616,9.0,1.0,9003.0,2009-08-07,0.022417
617,9.0,1.0,9003.0,2009-08-08,0.026583
618,9.0,1.0,9003.0,2009-08-09,0.027292
619,9.0,1.0,9003.0,2009-08-10,0.0375
620,9.0,1.0,9003.0,2009-08-11,0.025583
621,9.0,1.0,9003.0,2009-08-12,0.027875
622,9.0,1.0,9003.0,2009-08-13,0.015542
623,9.0,1.0,9003.0,2009-08-14,0.030375
624,9.0,1.0,9003.0,2009-08-15,0.041792
625,9.0,1.0,9003.0,2009-08-16,0.041167
626,9.0,1.0,9003.0,2009-08-17,0.038417
627,9.0,1.0,9003.0,2009-08-18,0.038917
628,9.0,1.0,9003.0,2009-08-19,0.031042
629,9.0,1.0,9003.0,2009-08-25,0.01
630,9.0,1.0,9003.0,2009-08-26,0.0376
631,9.0,1.0,9003.0,2009-08-27,0.024958
632,9.0,1.0,9003.0,2009-08-28,0.015917
633,9.0,1.0,9003.0,2009-08-29,0.015375
634,9.0,1.0,9003.0,2009-08-30,0.022875
635,9.0,1.0,9003.0,2009-08-31,0.014542
636,9.0,1.0,9003.0,2009-09-01,0.013813
637,9.0,1.0,9003.0,2009-09-02,0.020958
638,9.0,1.0,9003.0,2009-09-03,0.017625
639,9.0,1.0,9003.0,2009-09-04,0.030625
640,9.0,1.0,9003.0,2009-09-05,0.031375
641,9.0,1.0,9003.0,2009-09-06,0.022667
642,9.0,1.0,9003.0,2009-09-07,0.019417
643,9.0,1.0,9003.0,2009-09-08,0.014458
644,9.0,1.0,9003.0,2009-09-09,0.02425
645,9.0,1.0,9003.0,2009-09-10,0.021611
646,9.0,1.0,9003.0,2009-09-11,0.016542
647,9.0,1.0,9003.0,2009-09-12,0.014958
648,9.0,1.0,9003.0,2009-09-13,0.017958
649,9.0,1.0,9003.0,2009-09-14,0.015167
650,9.0,1.0,9003.0,2009-09-15,0.023583
651,9.0,1.0,9003.0,2009-09-16,0.015
652,9.0,1.0,9003.0,2009-09-17,0.009708
653,9.0,1.0,9003.0,2009-09-18,0.021875
654,9.0,1.0,9003.0,2009-09-19,0.016292
655,9.0,1.0,9003.0,2009-09-20,0.0185
656,9.0,1.0,9003.0,2009-09-21,0.022917
657,9.0,1.0,9003.0,2009-09-22,0.016042
658,9.0,1.0,9003.0,2009-09-23,0.015458
659,9.0,1.0,9003.0,2009-09-24,0.021167
660,9.0,1.0,9003.0,2009-09-25,0.015458
661,9.0,1.0,9003.0,2009-09-26,0.02375
662,9.0,1.0,9003.0,2009-09-27,0.025292
663,9.0,1.0,9003.0,2009-09-28,0.027292
664,9.0,1.0,9003.0,2009-09-29,0.013708
665,9.0,1.0,9003.0,2009-09-30,0.011167
666,9.0,3.0,1003.0,2009-03-31,0.0115
667,9.0,3.0,1003.0,2009-04-01,0.029714
668,9.0,3.0,1003.0,2009-04-02,0.035938
669,9.0,3.0,1003.0,2009-04-03,0.031042
670,9.0,3.0,1003.0,2009-04-04,0.036083
671,9.0,3.0,1003.0,2009-04-05,0.032333
672,9.0,3.0,1003.0,2009-04-06,0.016389
673,9.0,3.0,1003.0,2009-04-07,0.021625
674,9.0,3.0,1003.0,2009-04-08,0.030417
675,9.0,3.0,1003.0,2009-04-09,0.030167
676,9.0,3.0,1003.0,2009-04-10,0.037917
677,9.0,3.0,1003.0,2009-04-11,0.034708
678,9.0,3.0,1003.0,2009-04-12,0.040042
679,9.0,3.0,1003.0,2009-04-13,0.027583
680,9.0,3.0,1003.0,2009-04-14,0.0275
681,9.0,3.0,1003.0,2009-04-15,0.034667
682,9.0,3.0,1003.0,2009-04-16,0.036
683,9.0,3.0,1003.0,2009-04-17,0.037667
684,9.0,3.0,1003.0,2009-04-18,0.04475
685,9.0,3.0,1003.0,2009-04-19,0.042
686,9.0,3.0,1003.0,2009-04-20,0.039958
687,9.0,3.0,1003.0,2009-04-21,0.021708
688,9.0,3.0,1003.0,2009-04-22,0.023542
689,9.0,3.0,1003.0,2009-04-23,0.028833
690,9.0,3.0,1003.0,2009-04-24,0.039792
691,9.0,3.0,1003.0,2009-04-25,0.048333
692,9.0,3.0,1003.0,2009-04-26,0.048542
693,9.0,3.0,1003.0,2009-04-27,0.040167
694,9.0,3.0,1003.0,2009-04-28,0.053429
695,9.0,3.0,1003.0,2009-04-29,0.039083
696,9.0,3.0,1003.0,2009-04-30,0.038208
697,9.0,3.0,1003.0,2009-05-01,0.017208
698,9.0,3.0,1003.0,2009-05-02,0.029875
699,9.0,3.0,1003.0,2009-05-03,0.026083
700,9.0,3.0,1003.0,2009-05-04,0.010882
701,9.0,3.0,1003.0,2009-05-05,0.033125
702,9.0,3.0,1003.0,2009-05-06,0.033333
703,9.0,3.0,1003.0,2009-05-07,0.012792
704,9.0,3.0,1003.0,2009-05-08,0.026958
705,9.0,3.0,1003.0,2009-05-09,0.032625
706,9.0,3.0,1003.0,2009-05-10,0.034708
707,9.0,3.0,1003.0,2009-05-11,0.030333
708,9.0,3.0,1003.0,2009-05-12,0.0152
709,9.0,3.0,1003.0,2009-05-13,0.032833
710,9.0,3.0,1003.0,2009-05-14,0.0347
711,9.0,3.0,1003.0,2009-05-15,0.034813
712,9.0,3.0,1003.0,2009-05-16,0.024458
713,9.0,3.0,1003.0,2009-05-17,0.035417
714,9.0,3.0,1003.0,2009-05-18,0.026792
715,9.0,3.0,1003.0,2009-05-19,0.029417
716,9.0,3.0,1003.0,2009-05-20,0.039958
717,9.0,3.0,1003.0,2009-05-21,0.043833
718,9.0,3.0,1003.0,2009-05-22,0.049167
719,9.0,3.0,1003.0,2009-05-23,0.031625
720,9.0,3.0,1003.0,2009-05-24,0.023875
721,9.0,3.0,1003.0,2009-05-25,0.038125
722,9.0,3.0,1003.0,2009-05-26,0.032375
723,9.0,3.0,1003.0,2009-05-27,0.020375
724,9.0,3.0,1003.0,2009-05-28,0.015542
725,9.0,3.0,1003.0,2009-05-29,0.011042
726,9.0,3.0,1003.0,2009-05-30,0.026292
727,9.0,3.0,1003.0,2009-05-31,0.036042
728,9.0,3.0,1003.0,2009-06-01,0.028333
729,9.0,3.0,1003.0,2009-06-02,0.020542
730,9.0,3.0,1003.0,2009-06-03,0.016208
731,9.0,3.0,1003.0,2009-06-04,0.026667
732,9.0,3.0,1003.0,2009-06-05,0.026417
733,9.0,3.0,1003.0,2009-06-06,0.033708
734,9.0,3.0,1003.0,2009-06-07,0.040458
735,9.0,3.0,1003.0,2009-06-08,0.038833
736,9.0,3.0,1003.0,2009-06-09,0.022292
737,9.0,3.0,1003.0,2009-06-10,0.015125
738,9.0,3.0,1003.0,2009-06-11,0.014958
739,9.0,3.0,1003.0,2009-06-12,0.016792
740,9.0,3.0,1003.0,2009-06-13,0.025167
741,9.0,3.0,1003.0,2009-06-14,0.026292
742,9.0,3.0,1003.0,2009-06-15,0.021083
743,9.0,3.0,1003.0,2009-06-16,0.018458
744,9.0,3.0,1003.0,2009-06-17,0.019958
745,9.0,3.0,1003.0,2009-06-18,0.02175
746,9.0,3.0,1003.0,2009-06-19,0.020542
747,9.0,3.0,1003.0,2009-06-20,0.019
748,9.0,3.0,1003.0,2009-06-21,0.023042
749,9.0,3.0,1003.0,2009-06-22,0.022542
750,9.0,3.0,1003.0,2009-06-23,0.02
751,9.0,3.0,1003.0,2009-06-24,0.017958
752,9.0,3.0,1003.0,2009-06-25,0.0265
753,9.0,3.0,1003.0,2009-06-26,0.020625
754,9.0,3.0,1003.0,2009-06-27,0.027167
755,9.0,3.0,1003.0,2009-06-28,0.033875
756,9.0,3.0,1003.0,2009-06-29,0.023333
757,9.0,3.0,1003.0,2009-06-30,0.034708
758,9.0,3.0,1003.0,2009-07-01,0.031583
759,9.0,3.0,1003.0,2009-07-02,0.018292
760,9.0,3.0,1003.0,2009-07-03,0.017958
761,9.0,3.0,1003.0,2009-07-04,0.022
762,9.0,3.0,1003.0,2009-07-05,0.020958
763,9.0,3.0,1003.0,2009-07-06,0.03375
764,9.0,3.0,1003.0,2009-07-07,0.028958
765,9.0,3.0,1003.0,2009-07-08,0.022167
766,9.0,3.0,1003.0,2009-07-09,0.017708
767,9.0,3.0,1003.0,2009-07-10,0.027417
768,9.0,3.0,1003.0,2009-07-11,0.031417
769,9.0,3.0,1003.0,2009-07-12,0.028542
770,9.0,3.0,1003.0,2009-07-13,0.017583
771,9.0,3.0,1003.0,2009-07-14,0.018471
772,9.0,3.0,1003.0,2009-07-15,0.0325
773,9.0,3.0,1003.0,2009-07-16,0.040542
774,9.0,3.0,1003.0,2009-07-17,0.03575
775,9.0,3.0,1003.0,2009-07-18,0.02975
776,9.0,3.0,1003.0,2009-07-19,0.020917
777,9.0,3.0,1003.0,2009-07-20,0.029708
778,9.0,3.0,1003.0,2009-07-21,0.022333
779,9.0,3.0,1003.0,2009-07-22,0.025875
780,9.0,3.0,1003.0,2009-07-23,0.030208
781,9.0,3.0,1003.0,2009-07-24,0.031353
782,9.0,3.0,1003.0,2009-07-25,0.042292
783,9.0,3.0,1003.0,2009-07-26,0.035375
784,9.0,3.0,1003.0,2009-07-27,0.032333
785,9.0,3.0,1003.0,2009-07-28,0.03975
786,9.0,3.0,1003.0,2009-07-29,0.0323
787,9.0,3.0,1003.0,2009-07-30,0.014667
788,9.0,3.0,1003.0,2009-07-31,0.011458
789,9.0,3.0,1003.0,2009-08-01,0.03275
790,9.0,3.0,1003.0,2009-08-02,0.022208
791,9.0,3.0,1003.0,2009-08-03,0.026083
792,9.0,3.0,1003.0,2009-08-04,0.0385
793,9.0,3.0,1003.0,2009-08-05,0.029333
794,9.0,3.0,1003.0,2009-08-06,0.022958
795,9.0,3.0,1003.0,2009-08-07,0.023542
796,9.0,3.0,1003.0,2009-08-08,0.015917
797,9.0,3.0,1003.0,2009-08-09,0.020875
798,9.0,3.0,1003.0,2009-08-10,0.024333
799,9.0,3.0,1003.0,2009-08-11,0.022667
800,9.0,3.0,1003.0,2009-08-12,0.02425
801,9.0,3.0,1003.0,2009-08-13,0.010118
802,9.0,3.0,1003.0,2009-08-14,0.027083
803,9.0,3.0,1003.0,2009-08-15,0.036417
804,9.0,3.0,1003.0,2009-08-16,0.043125
805,9.0,3.0,1003.0,2009-08-17,0.038333
806,9.0,3.0,1003.0,2009-08-18,0.041458
807,9.0,3.0,1003.0,2009-08-19,0.025375
808,9.0,3.0,1003.0,2009-08-20,0.034542
809,9.0,3.0,1003.0,2009-08-21,0.019458
810,9.0,3.0,1003.0,2009-08-22,0.016042
811,9.0,3.0,1003.0,2009-08-23,0.019958
812,9.0,3.0,1003.0,2009-08-24,0.018208
813,9.0,3.0,1003.0,2009-08-25,0.022458
814,9.0,3.0,1003.0,2009-08-26,0.032958
815,9.0,3.0,1003.0,2009-08-27,0.021292
816,9.0,3.0,1003.0,2009-08-28,0.019292
817,9.0,3.0,1003.0,2009-08-29,0.018542
818,9.0,3.0,1003.0,2009-08-30,0.019875
819,9.0,3.0,1003.0,2009-08-31,0.012125
820,9.0,3.0,1003.0,2009-09-01,0.014333
821,9.0,3.0,1003.0,2009-09-02,0.018375
822,9.0,3.0,1003.0,2009-09-03,0.018125
823,9.0,3.0,1003.0,2009-09-04,0.016542
824,9.0,3.0,1003.0,2009-09-05,0.019625
825,9.0,3.0,1003.0,2009-09-06,0.019
826,9.0,3.0,1003.0,2009-09-09,0.025
827,9.0,3.0,1003.0,2009-09-10,0.021375
828,9.0,3.0,1003.0,2009-09-11,0.011958
829,9.0,3.0,1003.0,2009-09-12,0.012583
830,9.0,3.0,1003.0,2009-09-13,0.017208
831,9.0,3.0,1003.0,2009-09-14,0.010542
832,9.0,3.0,1003.0,2009-09-15,0.012412
833,9.0,3.0,1003.0,2009-09-16,0.013417
834,9.0,3.0,1003.0,2009-09-17,0.008375
835,9.0,3.0,1003.0,2009-09-18,0.01975
836,9.0,3.0,1003.0,2009-09-19,0.01425
837,9.0,3.0,1003.0,2009-09-20,0.016375
838,9.0,3.0,1003.0,2009-09-21,0.02675
839,9.0,3.0,1003.0,2009-09-22,0.014667
840,9.0,3.0,1003.0,2009-09-23,0.015375
841,9.0,3.0,1003.0,2009-09-24,0.015208
842,9.0,3.0,1003.0,2009-09-25,0.009292
843,9.0,3.0,1003.0,2009-09-26,0.01425
844,9.0,3.0,1003.0,2009-09-27,0.011667
845,9.0,3.0,1003.0,2009-09-28,0.0235
846,9.0,3.0,1003.0,2009-09-29,0.009706
847,9.0,3.0,1003.0,2009-09-30,0.008579
848,9.0,9.0,27.0,2009-01-01,0.018091
849,9.0,9.0,27.0,2009-01-02,0.005417
850,9.0,9.0,27.0,2009-01-03,0.023042
851,9.0,9.0,27.0,2009-01-04,0.019083
852,9.0,9.0,27.0,2009-01-05,0.005235
853,9.0,9.0,27.0,2009-01-06,0.013083
854,9.0,9.0,27.0,2009-01-07,0.0065
855,9.0,9.0,27.0,2009-01-08,0.012917
856,9.0,9.0,27.0,2009-01-09,0.020667
857,9.0,9.0,27.0,2009-01-10,0.021
858,9.0,9.0,27.0,2009-01-11,0.022292
859,9.0,9.0,27.0,2009-01-12,0.014958
860,9.0,9.0,27.0,2009-01-13,0.003667
861,9.0,9.0,27.0,2009-01-14,0.020625
862,9.0,9.0,27.0,2009-01-15,0.0108
863,9.0,9.0,27.0,2009-01-16,0.013417
864,9.0,9.0,27.0,2009-01-17,0.010958
865,9.0,9.0,27.0,2009-01-18,0.003333
866,9.0,9.0,27.0,2009-01-19,0.001938
867,9.0,9.0,27.0,2009-01-20,0.016625
868,9.0,9.0,27.0,2009-01-21,0.013
869,9.0,9.0,27.0,2009-01-22,0.006042
870,9.0,9.0,27.0,2009-01-23,0.005458
871,9.0,9.0,27.0,2009-01-24,0.025769
872,9.0,9.0,27.0,2009-01-26,0.011143
873,9.0,9.0,27.0,2009-01-27,0.020708
874,9.0,9.0,27.0,2009-01-28,0.0125
875,9.0,9.0,27.0,2009-01-29,0.015708
876,9.0,9.0,27.0,2009-01-30,0.007042
877,9.0,9.0,27.0,2009-01-31,0.026556
878,9.0,9.0,27.0,2009-02-02,0.02775
879,9.0,9.0,27.0,2009-02-03,0.028042
880,9.0,9.0,27.0,2009-02-04,0.030125
881,9.0,9.0,27.0,2009-02-05,0.028292
882,9.0,9.0,27.0,2009-02-06,0.008708
883,9.0,9.0,27.0,2009-02-07,0.002143
884,9.0,9.0,27.0,2009-02-08,0.029
885,9.0,9.0,27.0,2009-02-09,0.015556
886,9.0,9.0,27.0,2009-02-10,0.007786
887,9.0,9.0,27.0,2009-02-11,0.008375
888,9.0,9.0,27.0,2009-02-12,0.018875
889,9.0,9.0,27.0,2009-02-13,0.03265
890,9.0,9.0,27.0,2009-02-14,0.0326
891,9.0,9.0,27.0,2009-02-15,0.033478
892,9.0,9.0,27.0,2009-02-16,0.026938
893,9.0,9.0,27.0,2009-02-17,0.010938
894,9.0,9.0,27.0,2009-02-18,0.022167
895,9.0,9.0,27.0,2009-02-19,0.017278
896,9.0,9.0,27.0,2009-02-20,0.027333
897,9.0,9.0,27.0,2009-02-21,0.024833
898,9.0,9.0,27.0,2009-02-22,0.030208
899,9.0,9.0,27.0,2009-02-23,0.030792
900,9.0,9.0,27.0,2009-02-24,0.032083
901,9.0,9.0,27.0,2009-02-25,0.015667
902,9.0,9.0,27.0,2009-02-26,0.012292
903,9.0,9.0,27.0,2009-02-27,0.027292
904,9.0,9.0,27.0,2009-02-28,0.025542
905,9.0,9.0,27.0,2009-03-01,0.028125
906,9.0,9.0,27.0,2009-03-02,0.032125
907,9.0,9.0,27.0,2009-03-03,0.029542
908,9.0,9.0,27.0,2009-03-04,0.016625
909,9.0,9.0,27.0,2009-03-05,0.013792
910,9.0,9.0,27.0,2009-03-06,0.014792
911,9.0,9.0,27.0,2009-03-07,0.023042
912,9.0,9.0,27.0,2009-03-08,0.029958
913,9.0,9.0,27.0,2009-03-09,0.023917
914,9.0,9.0,27.0,2009-03-10,0.0235
915,9.0,9.0,27.0,2009-03-11,0.019958
916,9.0,9.0,27.0,2009-03-12,0.03225
917,9.0,9.0,27.0,2009-03-13,0.025042
918,9.0,9.0,27.0,2009-03-14,0.011833
919,9.0,9.0,27.0,2009-03-15,0.009958
920,9.0,9.0,27.0,2009-03-16,0.03
921,9.0,9.0,27.0,2009-03-17,0.02225
922,9.0,9.0,27.0,2009-03-18,0.019833
923,9.0,9.0,27.0,2009-03-19,0.02175
924,9.0,9.0,27.0,2009-03-20,0.028542
925,9.0,9.0,27.0,2009-03-21,0.025625
926,9.0,9.0,27.0,2009-03-22,0.030667
927,9.0,9.0,27.0,2009-03-23,0.037917
928,9.0,9.0,27.0,2009-03-24,0.030333
929,9.0,9.0,27.0,2009-03-25,0.017
930,9.0,9.0,27.0,2009-03-26,0.025167
931,9.0,9.0,27.0,2009-03-27,0.013833
932,9.0,9.0,27.0,2009-03-28,0.037625
933,9.0,9.0,27.0,2009-03-29,0.024708
934,9.0,9.0,27.0,2009-03-30,0.021875
935,9.0,9.0,27.0,2009-03-31,0.020333
936,9.0,9.0,27.0,2009-04-01,0.037
937,9.0,9.0,27.0,2009-04-02,0.0265
938,9.0,9.0,27.0,2009-04-03,0.030708
939,9.0,9.0,27.0,2009-04-04,0.034917
940,9.0,9.0,27.0,2009-04-05,0.033833
941,9.0,9.0,27.0,2009-04-06,0.020125
942,9.0,9.0,27.0,2009-04-07,0.023792
943,9.0,9.0,27.0,2009-04-08,0.020292
944,9.0,9.0,27.0,2009-04-09,0.022083
945,9.0,9.0,27.0,2009-04-10,0.031708
946,9.0,9.0,27.0,2009-04-11,0.035792
947,9.0,9.0,27.0,2009-04-12,0.039
948,9.0,9.0,27.0,2009-04-13,0.02625
949,9.0,9.0,27.0,2009-04-14,0.028333
950,9.0,9.0,27.0,2009-04-15,0.032333
951,9.0,9.0,27.0,2009-04-16,0.031583
952,9.0,9.0,27.0,2009-04-17,0.017042
953,9.0,9.0,27.0,2009-04-18,0.036333
954,9.0,9.0,27.0,2009-04-19,0.043042
955,9.0,9.0,27.0,2009-04-20,0.041458
956,9.0,9.0,27.0,2009-04-21,0.026167
957,9.0,9.0,27.0,2009-04-22,0.012792
958,9.0,9.0,27.0,2009-04-23,0.024125
959,9.0,9.0,27.0,2009-04-24,0.031958
960,9.0,9.0,27.0,2009-04-25,0.030208
961,9.0,9.0,27.0,2009-04-26,0.042583
962,9.0,9.0,27.0,2009-04-27,0.041292
963,9.0,9.0,27.0,2009-04-28,0.039792
964,9.0,9.0,27.0,2009-04-29,0.034667
965,9.0,9.0,27.0,2009-04-30,0.034167
966,9.0,9.0,27.0,2009-05-01,0.014792
967,9.0,9.0,27.0,2009-05-02,0.025125
968,9.0,9.0,27.0,2009-05-03,0.003
969,9.0,9.0,27.0,2009-05-04,0.030429
970,9.0,9.0,27.0,2009-05-05,0.033042
971,9.0,9.0,27.0,2009-05-06,0.028375
972,9.0,9.0,27.0,2009-05-07,0.006875
973,9.0,9.0,27.0,2009-05-08,0.020917
974,9.0,9.0,27.0,2009-05-09,0.03125
975,9.0,9.0,27.0,2009-05-10,0.032417
976,9.0,9.0,27.0,2009-05-11,0.022208
977,9.0,9.0,27.0,2009-05-12,0.01625
978,9.0,9.0,27.0,2009-05-13,0.03325
979,9.0,9.0,27.0,2009-05-14,0.034824
980,9.0,9.0,27.0,2009-05-15,0.0185
981,9.0,9.0,27.0,2009-05-16,0.022222
982,9.0,9.0,27.0,2009-05-17,0.034208
983,9.0,9.0,27.0,2009-05-18,0.028
984,9.0,9.0,27.0,2009-05-19,0.020708
985,9.0,9.0,27.0,2009-05-20,0.027792
986,9.0,9.0,27.0,2009-05-21,0.02875
987,9.0,9.0,27.0,2009-05-22,0.033875
988,9.0,9.0,27.0,2009-05-23,0.032417
989,9.0,9.0,27.0,2009-05-24,0.025208
990,9.0,9.0,27.0,2009-05-25,0.033417
991,9.0,9.0,27.0,2009-05-26,0.030417
992,9.0,9.0,27.0,2009-05-27,0.024917
993,9.0,9.0,27.0,2009-05-28,0.01125
994,9.0,9.0,27.0,2009-05-29,0.010167
995,9.0,9.0,27.0,2009-05-30,0.022583
996,9.0,9.0,27.0,2009-05-31,0.030292
997,9.0,9.0,27.0,2009-06-01,0.026583
998,9.0,9.0,27.0,2009-06-02,0.023458
999,9.0,9.0,27.0,2009-06-03,0.025292
1000,9.0,9.0,27.0,2009-06-04,0.0205
1001,9.0,9.0,27.0,2009-06-05,0.029292
1002,9.0,9.0,27.0,2009-06-06,0.033208
1003,9.0,9.0,27.0,2009-06-07,0.037708
1004,9.0,9.0,27.0,2009-06-08,0.033917
1005,9.0,9.0,27.0,2009-06-09,0.022375
1006,9.0,9.0,27.0,2009-06-10,0.01425
1007,9.0,9.0,27.0,2009-06-11,0.021167
1008,9.0,9.0,27.0,2009-06-12,0.015833
1009,9.0,9.0,27.0,2009-06-13,0.023333
1010,9.0,9.0,27.0,2009-06-14,0.025042
1011,9.0,9.0,27.0,2009-06-15,0.022792
1012,9.0,9.0,27.0,2009-06-16,0.022583
1013,9.0,9.0,27.0,2009-06-17,0.021375
1014,9.0,9.0,27.0,2009-06-18,0.027333
1015,9.0,9.0,27.0,2009-06-19,0.019292
1016,9.0,9.0,27.0,2009-06-20,0.026542
1017,9.0,9.0,27.0,2009-06-21,0.022875
1018,9.0,9.0,27.0,2009-06-22,0.023292
1019,9.0,9.0,27.0,2009-06-23,0.020458
1020,9.0,9.0,27.0,2009-06-24,0.015375
1021,9.0,9.0,27.0,2009-06-25,0.016125
1022,9.0,9.0,27.0,2009-06-26,0.016042
1023,9.0,9.0,27.0,2009-06-27,0.0245
1024,9.0,9.0,27.0,2009-06-28,0.033875
1025,9.0,9.0,27.0,2009-06-29,0.028292
1026,9.0,9.0,27.0,2009-06-30,0.039083
1027,9.0,9.0,27.0,2009-07-01,0.039417
1028,9.0,9.0,27.0,2009-07-02,0.033
1029,9.0,9.0,27.0,2009-07-03,0.023375
1030,9.0,9.0,27.0,2009-07-04,0.024958
1031,9.0,9.0,27.0,2009-07-05,0.027083
1032,9.0,9.0,27.0,2009-07-06,0.029708
1033,9.0,9.0,27.0,2009-07-07,0.035417
1034,9.0,9.0,27.0,2009-07-08,0.023875
1035,9.0,9.0,27.0,2009-07-09,0.018542
1036,9.0,9.0,27.0,2009-07-10,0.022
1037,9.0,9.0,27.0,2009-07-11,0.029833
1038,9.0,9.0,27.0,2009-07-12,0.032583
1039,9.0,9.0,27.0,2009-07-13,0.018458
1040,9.0,9.0,27.0,2009-07-14,0.0205
1041,9.0,9.0,27.0,2009-07-15,0.014333
1042,9.0,9.0,27.0,2009-07-16,0.037
1043,9.0,9.0,27.0,2009-07-17,0.0342
