,c5Stati,cContea5,nSit5,date5Stati,O3mean5Stati
3733,42.0,49.0,3.0,2008-04-30,0.040708
3734,42.0,49.0,3.0,2008-05-01,0.044417
3735,42.0,49.0,3.0,2008-05-02,0.039
3736,42.0,49.0,3.0,2008-05-03,0.043167
3737,42.0,49.0,3.0,2008-05-04,0.031833
3738,42.0,49.0,3.0,2008-05-05,0.048417
3739,42.0,49.0,3.0,2008-05-06,0.040125
3740,42.0,49.0,3.0,2008-05-07,0.052542
3741,42.0,49.0,3.0,2008-05-08,0.036458
3742,42.0,49.0,3.0,2008-05-09,0.033375
3743,42.0,49.0,3.0,2008-05-10,0.032167
3744,42.0,49.0,3.0,2008-05-11,0.04575
3745,42.0,49.0,3.0,2008-05-12,0.031292
3746,42.0,49.0,3.0,2008-05-13,0.032583
3747,42.0,49.0,3.0,2008-05-14,0.035292
3748,42.0,49.0,3.0,2008-05-15,0.024167
3749,42.0,49.0,3.0,2008-05-16,0.028667
3750,42.0,49.0,3.0,2008-05-17,0.040167
3751,42.0,49.0,3.0,2008-05-18,0.035708
3752,42.0,49.0,3.0,2008-05-19,0.036667
3753,42.0,49.0,3.0,2008-05-20,0.039458
3754,42.0,49.0,3.0,2008-05-21,0.03175
3755,42.0,49.0,3.0,2008-05-22,0.015875
3756,42.0,49.0,3.0,2008-05-23,0.020125
3757,42.0,49.0,3.0,2008-05-24,0.026167
3758,42.0,49.0,3.0,2008-05-25,0.036958
3759,42.0,49.0,3.0,2008-05-26,0.047625
3760,42.0,49.0,3.0,2008-05-27,0.027917
3761,42.0,49.0,3.0,2008-05-28,0.024667
3762,42.0,49.0,3.0,2008-05-29,0.03575
3763,42.0,49.0,3.0,2008-05-30,0.053083
3764,42.0,49.0,3.0,2008-05-31,0.044292
3765,42.0,49.0,3.0,2008-06-01,0.035292
3766,42.0,49.0,3.0,2008-06-02,0.047667
3767,42.0,49.0,3.0,2008-06-03,0.040083
3768,42.0,49.0,3.0,2008-06-04,0.023083
3769,42.0,49.0,3.0,2008-06-05,0.032
3770,42.0,49.0,3.0,2008-06-06,0.041292
3771,42.0,49.0,3.0,2008-06-07,0.037125
3772,42.0,49.0,3.0,2008-06-08,0.039458
3773,42.0,49.0,3.0,2008-06-09,0.043042
3774,42.0,49.0,3.0,2008-06-10,0.041375
3775,42.0,49.0,3.0,2008-06-11,0.040583
3776,42.0,49.0,3.0,2008-06-12,0.040667
3777,42.0,49.0,3.0,2008-06-13,0.0515
3778,42.0,49.0,3.0,2008-06-14,0.037792
3779,42.0,49.0,3.0,2008-06-15,0.049083
3780,42.0,49.0,3.0,2008-06-16,0.044792
3781,42.0,49.0,3.0,2008-06-17,0.027833
3782,42.0,49.0,3.0,2008-06-18,0.020667
3783,42.0,49.0,3.0,2008-06-19,0.024167
3784,42.0,49.0,3.0,2008-06-20,0.039292
3785,42.0,49.0,3.0,2008-06-21,0.046833
3786,42.0,49.0,3.0,2008-06-22,0.040333
3787,42.0,49.0,3.0,2008-06-23,0.039917
3788,42.0,49.0,3.0,2008-06-24,0.024708
3789,42.0,49.0,3.0,2008-06-25,0.047542
3790,42.0,49.0,3.0,2008-06-26,0.048667
3791,42.0,49.0,3.0,2008-06-27,0.042708
3792,42.0,49.0,3.0,2008-06-28,0.038708
3793,42.0,49.0,3.0,2008-06-29,0.032417
3794,42.0,49.0,3.0,2008-06-30,0.023375
3795,42.0,49.0,3.0,2008-07-01,0.036542
3796,42.0,49.0,3.0,2008-07-02,0.051625
3797,42.0,49.0,3.0,2008-07-03,0.031417
3798,42.0,49.0,3.0,2008-07-04,0.025083
3799,42.0,49.0,3.0,2008-07-05,0.028917
3800,42.0,49.0,3.0,2008-07-06,0.036875
3801,42.0,49.0,3.0,2008-07-07,0.046042
3802,42.0,49.0,3.0,2008-07-08,0.037792
3803,42.0,49.0,3.0,2008-07-09,0.035875
3804,42.0,49.0,3.0,2008-07-10,0.032542
3805,42.0,49.0,3.0,2008-07-11,0.044917
3806,42.0,49.0,3.0,2008-07-12,0.044625
3807,42.0,49.0,3.0,2008-07-13,0.036875
3808,42.0,49.0,3.0,2008-07-14,0.033792
3809,42.0,49.0,3.0,2008-07-15,0.0435
3810,42.0,49.0,3.0,2008-07-16,0.052083
3811,42.0,49.0,3.0,2008-07-17,0.051583
3812,42.0,49.0,3.0,2008-07-18,0.056333
3813,42.0,49.0,3.0,2008-07-19,0.054333
3814,42.0,49.0,3.0,2008-07-20,0.042875
3815,42.0,49.0,3.0,2008-07-21,0.04325
3816,42.0,49.0,3.0,2008-07-22,0.029375
3817,42.0,49.0,3.0,2008-07-23,0.034792
3818,42.0,49.0,3.0,2008-07-24,0.030208
3819,42.0,49.0,3.0,2008-07-25,0.043625
3820,42.0,49.0,3.0,2008-07-26,0.048
3821,42.0,49.0,3.0,2008-07-27,0.037125
3822,42.0,49.0,3.0,2008-07-28,0.045125
3823,42.0,49.0,3.0,2008-07-29,0.032542
3824,42.0,49.0,3.0,2008-07-30,0.036542
3825,42.0,49.0,3.0,2008-07-31,0.040167
3826,42.0,49.0,3.0,2008-08-01,0.03
3827,42.0,49.0,3.0,2008-08-02,0.029417
3828,42.0,49.0,3.0,2008-08-03,0.022375
3829,42.0,49.0,3.0,2008-08-04,0.030375
3830,42.0,49.0,3.0,2008-08-05,0.045667
3831,42.0,49.0,3.0,2008-08-06,0.032458
3832,42.0,49.0,3.0,2008-08-07,0.032625
3833,42.0,49.0,3.0,2008-08-08,0.025917
3834,42.0,49.0,3.0,2008-08-09,0.029917
3835,42.0,49.0,3.0,2008-08-10,0.016833
3836,42.0,49.0,3.0,2008-08-11,0.024917
3837,42.0,49.0,3.0,2008-08-12,0.015625
3838,42.0,49.0,3.0,2008-08-13,0.022958
3839,42.0,49.0,3.0,2008-08-14,0.030958
3840,42.0,49.0,3.0,2008-08-15,0.025667
3841,42.0,49.0,3.0,2008-08-16,0.02625
3842,42.0,49.0,3.0,2008-08-17,0.042792
3843,42.0,49.0,3.0,2008-08-18,0.0445
3844,42.0,49.0,3.0,2008-08-19,0.026417
3845,42.0,49.0,3.0,2008-08-20,0.028542
3846,42.0,49.0,3.0,2008-08-21,0.043083
3847,42.0,49.0,3.0,2008-08-22,0.052667
3848,42.0,49.0,3.0,2008-08-23,0.049583
3849,42.0,49.0,3.0,2008-08-24,0.041292
3850,42.0,49.0,3.0,2008-08-25,0.030208
3851,42.0,49.0,3.0,2008-08-26,0.031458
3852,42.0,49.0,3.0,2008-08-27,0.036875
3853,42.0,49.0,3.0,2008-08-28,0.028792
3854,42.0,49.0,3.0,2008-08-29,0.030375
3855,42.0,49.0,3.0,2008-08-30,0.030333
3856,42.0,49.0,3.0,2008-08-31,0.03175
3857,42.0,49.0,3.0,2008-09-01,0.03625
3858,42.0,49.0,3.0,2008-09-02,0.037792
3859,42.0,49.0,3.0,2008-09-03,0.038167
3860,42.0,49.0,3.0,2008-09-04,0.038958
3861,42.0,49.0,3.0,2008-09-05,0.035333
3862,42.0,49.0,3.0,2008-09-06,0.021167
3863,42.0,49.0,3.0,2008-09-07,0.024
3864,42.0,49.0,3.0,2008-09-08,0.03575
3865,42.0,49.0,3.0,2008-09-09,0.027167
3866,42.0,49.0,3.0,2008-09-10,0.02025
3867,42.0,49.0,3.0,2008-09-11,0.03225
3868,42.0,49.0,3.0,2008-09-15,0.022875
3869,42.0,49.0,3.0,2008-09-16,0.0225
3870,42.0,49.0,3.0,2008-09-17,0.02775
3871,42.0,49.0,3.0,2008-09-18,0.02125
3872,42.0,49.0,3.0,2008-09-19,0.027583
3873,42.0,49.0,3.0,2008-09-20,0.037667
3874,42.0,49.0,3.0,2008-09-21,0.026458
3875,42.0,49.0,3.0,2008-09-22,0.017792
3876,42.0,49.0,3.0,2008-09-23,0.020708
3877,42.0,49.0,3.0,2008-09-24,0.02825
3878,42.0,49.0,3.0,2008-09-25,0.038292
3879,42.0,49.0,3.0,2008-09-26,0.022542
3880,42.0,49.0,3.0,2008-09-27,0.019042
3881,42.0,49.0,3.0,2008-09-28,0.018417
3882,42.0,49.0,3.0,2008-09-29,0.024167
3883,42.0,49.0,3.0,2008-09-30,0.028833
3884,42.0,49.0,3.0,2008-10-01,0.023417
3885,42.0,49.0,3.0,2008-10-02,0.023875
3886,42.0,49.0,3.0,2008-10-03,0.019333
3887,42.0,49.0,3.0,2008-10-04,0.02
3888,42.0,49.0,3.0,2008-10-05,0.019083
3889,42.0,49.0,3.0,2008-10-06,0.025417
3890,42.0,49.0,3.0,2008-10-07,0.024708
3891,42.0,49.0,3.0,2008-10-08,0.024292
3892,42.0,49.0,3.0,2008-10-09,0.019583
3893,42.0,49.0,3.0,2008-10-10,0.015125
3894,42.0,49.0,3.0,2008-10-11,0.020708
3895,42.0,49.0,3.0,2008-10-12,0.0305
3896,42.0,49.0,3.0,2008-10-13,0.024167
3897,42.0,49.0,3.0,2008-10-15,0.019292
3898,42.0,49.0,3.0,2008-10-16,0.02065
3899,42.0,49.0,3.0,2008-10-17,0.018615
3900,42.0,49.0,3.0,2008-10-18,0.021333
3901,42.0,49.0,3.0,2008-10-19,0.02
3902,42.0,49.0,3.0,2008-10-20,0.024833
3903,42.0,49.0,3.0,2008-10-21,0.029208
3904,42.0,49.0,3.0,2008-10-22,0.019417
3905,42.0,49.0,3.0,2008-10-23,0.014042
3906,42.0,49.0,3.0,2008-10-24,0.023708
3907,42.0,49.0,3.0,2008-10-25,0.022208
3908,42.0,49.0,3.0,2008-10-26,0.027458
3909,42.0,49.0,3.0,2008-10-27,0.017625
3910,42.0,49.0,3.0,2008-10-28,0.024
3911,42.0,49.0,3.0,2008-10-29,0.030333
3912,42.0,49.0,3.0,2008-10-30,0.022583
3913,42.0,49.0,3.0,2008-10-31,0.036632
3914,42.0,69.0,2006.0,2008-03-31,0.02
3915,42.0,69.0,2006.0,2008-04-01,0.029583
3916,42.0,69.0,2006.0,2008-04-02,0.037667
3917,42.0,69.0,2006.0,2008-04-03,0.031875
3918,42.0,69.0,2006.0,2008-04-04,0.015917
3919,42.0,69.0,2006.0,2008-04-05,0.029
3920,42.0,69.0,2006.0,2008-04-06,0.038875
3921,42.0,69.0,2006.0,2008-04-07,0.036667
3922,42.0,69.0,2006.0,2008-04-08,0.031875
3923,42.0,69.0,2006.0,2008-04-09,0.027583
3924,42.0,69.0,2006.0,2008-04-10,0.038667
3925,42.0,69.0,2006.0,2008-04-11,0.02725
3926,42.0,69.0,2006.0,2008-04-12,0.0435
3927,42.0,69.0,2006.0,2008-04-13,0.036333
3928,42.0,69.0,2006.0,2008-04-14,0.034792
3929,42.0,69.0,2006.0,2008-04-15,0.028458
3930,42.0,69.0,2006.0,2008-04-16,0.030542
3931,42.0,69.0,2006.0,2008-04-17,0.033208
3932,42.0,69.0,2006.0,2008-04-18,0.039458
3933,42.0,69.0,2006.0,2008-04-19,0.070375
3934,42.0,69.0,2006.0,2008-04-20,0.048667
3935,42.0,69.0,2006.0,2008-04-21,0.045292
3936,42.0,69.0,2006.0,2008-04-22,0.042792
3937,42.0,69.0,2006.0,2008-04-23,0.033917
3938,42.0,69.0,2006.0,2008-04-24,0.039208
3939,42.0,69.0,2006.0,2008-04-25,0.043
3940,42.0,69.0,2006.0,2008-04-26,0.050083
3941,42.0,69.0,2006.0,2008-04-27,0.042458
3942,42.0,69.0,2006.0,2008-04-28,0.02775
3943,42.0,69.0,2006.0,2008-04-29,0.0395
3944,42.0,69.0,2006.0,2008-04-30,0.034208
3945,42.0,69.0,2006.0,2008-05-01,0.029941
3946,42.0,69.0,2006.0,2008-05-02,0.042542
3947,42.0,69.0,2006.0,2008-05-03,0.044042
3948,42.0,69.0,2006.0,2008-05-04,0.035208
3949,42.0,69.0,2006.0,2008-05-05,0.035
3950,42.0,69.0,2006.0,2008-05-06,0.035875
3951,42.0,69.0,2006.0,2008-05-07,0.057792
3952,42.0,69.0,2006.0,2008-05-08,0.043708
3953,42.0,69.0,2006.0,2008-05-09,0.026167
3954,42.0,69.0,2006.0,2008-05-10,0.026
3955,42.0,69.0,2006.0,2008-05-11,0.041458
3956,42.0,69.0,2006.0,2008-05-12,0.036708
3957,42.0,69.0,2006.0,2008-05-13,0.031083
3958,42.0,69.0,2006.0,2008-05-14,0.036208
3959,42.0,69.0,2006.0,2008-05-15,0.027375
3960,42.0,69.0,2006.0,2008-05-16,0.028833
3961,42.0,69.0,2006.0,2008-05-17,0.04
3962,42.0,69.0,2006.0,2008-05-18,0.03375
3963,42.0,69.0,2006.0,2008-05-19,0.025292
3964,42.0,69.0,2006.0,2008-05-20,0.019417
3965,42.0,69.0,2006.0,2008-05-21,0.023625
3966,42.0,69.0,2006.0,2008-05-22,0.018042
3967,42.0,69.0,2006.0,2008-05-23,0.02175
3968,42.0,69.0,2006.0,2008-05-24,0.027792
3969,42.0,69.0,2006.0,2008-05-25,0.028583
3970,42.0,69.0,2006.0,2008-05-26,0.049875
3971,42.0,69.0,2006.0,2008-05-27,0.035792
3972,42.0,69.0,2006.0,2008-05-28,0.031958
3973,42.0,69.0,2006.0,2008-05-29,0.031542
3974,42.0,69.0,2006.0,2008-05-30,0.048958
3975,42.0,69.0,2006.0,2008-05-31,0.0305
3976,42.0,69.0,2006.0,2008-06-01,0.039583
3977,42.0,69.0,2006.0,2008-06-02,0.031417
3978,42.0,69.0,2006.0,2008-06-03,0.047708
3979,42.0,69.0,2006.0,2008-06-04,0.033583
3980,42.0,69.0,2006.0,2008-06-05,0.036917
3981,42.0,69.0,2006.0,2008-06-06,0.041583
3982,42.0,69.0,2006.0,2008-06-07,0.027667
3983,42.0,69.0,2006.0,2008-06-08,0.022667
3984,42.0,69.0,2006.0,2008-06-09,0.030625
3985,42.0,69.0,2006.0,2008-06-10,0.042417
3986,42.0,69.0,2006.0,2008-06-11,0.034458
3987,42.0,69.0,2006.0,2008-06-12,0.033792
3988,42.0,69.0,2006.0,2008-06-12,0.034958
3989,42.0,69.0,2006.0,2008-06-13,0.063542
3990,42.0,69.0,2006.0,2008-06-13,0.048286
3991,42.0,69.0,2006.0,2008-06-13,0.063542
3992,42.0,69.0,2006.0,2008-06-14,0.036417
3993,42.0,69.0,2006.0,2008-06-15,0.033583
3994,42.0,69.0,2006.0,2008-06-16,0.033458
3995,42.0,69.0,2006.0,2008-06-17,0.021458
3996,42.0,69.0,2006.0,2008-06-18,0.017125
3997,42.0,69.0,2006.0,2008-06-19,0.01475
3998,42.0,69.0,2006.0,2008-06-20,0.025917
3999,42.0,69.0,2006.0,2008-06-21,0.038625
4000,42.0,69.0,2006.0,2008-06-22,0.040625
4001,42.0,69.0,2006.0,2008-06-23,0.037
4002,42.0,69.0,2006.0,2008-06-24,0.027458
4003,42.0,69.0,2006.0,2008-06-25,0.030292
4004,42.0,69.0,2006.0,2008-06-26,0.021375
4005,42.0,69.0,2006.0,2008-06-27,0.023917
4006,42.0,69.0,2006.0,2008-06-28,0.034875
4007,42.0,69.0,2006.0,2008-06-29,0.033042
4008,42.0,69.0,2006.0,2008-06-30,0.034042
4009,42.0,69.0,2006.0,2008-07-01,0.021417
4010,42.0,69.0,2006.0,2008-07-02,0.03175
4011,42.0,69.0,2006.0,2008-07-03,0.032583
4012,42.0,69.0,2006.0,2008-07-04,0.01775
4013,42.0,69.0,2006.0,2008-07-05,0.022917
4014,42.0,69.0,2006.0,2008-07-06,0.035042
4015,42.0,69.0,2006.0,2008-07-07,0.035875
4016,42.0,69.0,2006.0,2008-07-08,0.042833
4017,42.0,69.0,2006.0,2008-07-09,0.02875
4018,42.0,69.0,2006.0,2008-07-10,0.026167
4019,42.0,69.0,2006.0,2008-07-11,0.031708
4020,42.0,69.0,2006.0,2008-07-12,0.058333
4021,42.0,69.0,2006.0,2008-07-13,0.044375
4022,42.0,69.0,2006.0,2008-07-14,0.021833
4023,42.0,69.0,2006.0,2008-07-15,0.032167
4024,42.0,69.0,2006.0,2008-07-16,0.039167
4025,42.0,69.0,2006.0,2008-07-17,0.030625
4026,42.0,69.0,2006.0,2008-07-18,0.034042
4027,42.0,69.0,2006.0,2008-07-19,0.043125
4028,42.0,69.0,2006.0,2008-07-20,0.0485
4029,42.0,69.0,2006.0,2008-07-21,0.025792
4030,42.0,69.0,2006.0,2008-07-22,0.033
4031,42.0,69.0,2006.0,2008-07-23,0.029625
4032,42.0,69.0,2006.0,2008-07-24,0.024417
4033,42.0,69.0,2006.0,2008-07-25,0.032042
4034,42.0,69.0,2006.0,2008-07-26,0.051542
4035,42.0,69.0,2006.0,2008-07-27,0.031208
4036,42.0,69.0,2006.0,2008-07-28,0.026125
4037,42.0,69.0,2006.0,2008-07-29,0.029292
4038,42.0,69.0,2006.0,2008-07-30,0.039708
4039,42.0,69.0,2006.0,2008-07-31,0.029792
4040,42.0,69.0,2006.0,2008-08-01,0.026917
4041,42.0,69.0,2006.0,2008-08-02,0.026667
4042,42.0,69.0,2006.0,2008-08-03,0.018042
4043,42.0,69.0,2006.0,2008-08-04,0.019917
4044,42.0,69.0,2006.0,2008-08-05,0.041292
4045,42.0,69.0,2006.0,2008-08-06,0.027167
4046,42.0,69.0,2006.0,2008-08-07,0.017708
4047,42.0,69.0,2006.0,2008-08-08,0.021083
4048,42.0,69.0,2006.0,2008-08-09,0.018292
4049,42.0,69.0,2006.0,2008-08-10,0.0255
4050,42.0,69.0,2006.0,2008-08-11,0.020708
4051,42.0,69.0,2006.0,2008-08-12,0.014167
4052,42.0,69.0,2006.0,2008-08-13,0.025625
4053,42.0,69.0,2006.0,2008-08-14,0.026333
4054,42.0,69.0,2006.0,2008-08-15,0.018
4055,42.0,69.0,2006.0,2008-08-16,0.019083
4056,42.0,69.0,2006.0,2008-08-17,0.022125
4057,42.0,69.0,2006.0,2008-08-18,0.032083
4058,42.0,69.0,2006.0,2008-08-19,0.021375
4059,42.0,69.0,2006.0,2008-08-20,0.020333
4060,42.0,69.0,2006.0,2008-08-21,0.029333
4061,42.0,69.0,2006.0,2008-08-22,0.046042
4062,42.0,69.0,2006.0,2008-08-23,0.034417
4063,42.0,69.0,2006.0,2008-08-24,0.027958
4064,42.0,69.0,2006.0,2008-08-25,0.021833
4065,42.0,69.0,2006.0,2008-08-26,0.0225
4066,42.0,69.0,2006.0,2008-08-27,0.027417
4067,42.0,69.0,2006.0,2008-08-28,0.027083
4068,42.0,69.0,2006.0,2008-08-29,0.026583
4069,42.0,69.0,2006.0,2008-08-30,0.021583
4070,42.0,69.0,2006.0,2008-08-31,0.023
4071,42.0,69.0,2006.0,2008-09-01,0.019792
4072,42.0,69.0,2006.0,2008-09-02,0.020375
4073,42.0,69.0,2006.0,2008-09-03,0.018708
4074,42.0,69.0,2006.0,2008-09-04,0.049125
4075,42.0,69.0,2006.0,2008-09-05,0.044458
4076,42.0,69.0,2006.0,2008-09-06,0.014708
4077,42.0,69.0,2006.0,2008-09-07,0.01725
4078,42.0,69.0,2006.0,2008-09-08,0.024292
4079,42.0,69.0,2006.0,2008-09-09,0.024125
4080,42.0,69.0,2006.0,2008-09-10,0.016667
4081,42.0,69.0,2006.0,2008-09-11,0.033
4082,42.0,69.0,2006.0,2008-09-12,0.011
4083,42.0,69.0,2006.0,2008-09-13,0.01
4084,42.0,69.0,2006.0,2008-09-14,0.029167
4085,42.0,69.0,2006.0,2008-09-15,0.026167
4086,42.0,69.0,2006.0,2008-09-16,0.012542
4087,42.0,69.0,2006.0,2008-09-17,0.015708
4088,42.0,69.0,2006.0,2008-09-18,0.015458
4089,42.0,69.0,2006.0,2008-09-19,0.019542
4090,42.0,69.0,2006.0,2008-09-20,0.022
4091,42.0,69.0,2006.0,2008-09-21,0.027958
4092,42.0,69.0,2006.0,2008-09-22,0.018042
4093,42.0,69.0,2006.0,2008-09-23,0.016792
4094,42.0,69.0,2006.0,2008-09-24,0.02475
4095,42.0,69.0,2006.0,2008-09-25,0.029125
4096,42.0,69.0,2006.0,2008-09-26,0.024042
4097,42.0,69.0,2006.0,2008-09-27,0.016167
4098,42.0,69.0,2006.0,2008-09-28,0.015417
4099,42.0,69.0,2006.0,2008-09-29,0.015333
4100,42.0,69.0,2006.0,2008-09-30,0.016167
4101,42.0,69.0,2006.0,2008-10-01,0.018125
4102,42.0,69.0,2006.0,2008-10-02,0.015958
4103,42.0,69.0,2006.0,2008-10-03,0.011542
4104,42.0,69.0,2006.0,2008-10-04,0.014417
4105,42.0,69.0,2006.0,2008-10-05,0.019375
4106,42.0,69.0,2006.0,2008-10-06,0.015958
4107,42.0,69.0,2006.0,2008-10-07,0.01
4108,42.0,69.0,2006.0,2008-10-08,0.025208
4109,42.0,69.0,2006.0,2008-10-09,0.020333
4110,42.0,69.0,2006.0,2008-10-10,0.008813
4111,42.0,69.0,2006.0,2008-10-11,0.016708
4112,42.0,69.0,2006.0,2008-10-12,0.018542
4113,42.0,69.0,2006.0,2008-10-13,0.005
4114,42.0,69.0,2006.0,2008-10-14,0.02225
4115,42.0,69.0,2006.0,2008-10-15,0.014625
4116,42.0,69.0,2006.0,2008-10-16,0.017583
4117,42.0,69.0,2006.0,2008-10-17,0.015167
4118,42.0,69.0,2006.0,2008-10-18,0.012875
4119,42.0,69.0,2006.0,2008-10-19,0.015
4120,42.0,69.0,2006.0,2008-10-21,0.013333
4121,42.0,69.0,2006.0,2008-10-22,0.015042
4122,42.0,69.0,2006.0,2008-10-23,0.007458
4123,42.0,69.0,2006.0,2008-10-28,0.019958
4124,42.0,69.0,2006.0,2008-10-29,0.023
4125,42.0,69.0,2006.0,2008-10-30,0.014333
4126,42.0,69.0,2006.0,2008-10-31,0.008789
4127,42.0,71.0,7.0,2008-04-01,0.0335
4128,42.0,71.0,7.0,2008-04-02,0.033875
4129,42.0,71.0,7.0,2008-04-03,0.035611
4130,42.0,71.0,7.0,2008-04-04,0.01475
4131,42.0,71.0,7.0,2008-04-05,0.033167
4132,42.0,71.0,7.0,2008-04-06,0.033
4133,42.0,71.0,7.0,2008-04-07,0.028625
4134,42.0,71.0,7.0,2008-04-08,0.025833
4135,42.0,71.0,7.0,2008-04-09,0.023667
4136,42.0,71.0,7.0,2008-04-10,0.027958
4137,42.0,71.0,7.0,2008-04-11,0.028083
4138,42.0,71.0,7.0,2008-04-12,0.037417
4139,42.0,71.0,7.0,2008-04-13,0.033167
4140,42.0,71.0,7.0,2008-04-14,0.034
4141,42.0,71.0,7.0,2008-04-15,0.026583
4142,42.0,71.0,7.0,2008-04-16,0.031
4143,42.0,71.0,7.0,2008-04-17,0.027667
4144,42.0,71.0,7.0,2008-04-18,0.036417
4145,42.0,71.0,7.0,2008-04-19,0.05475
4146,42.0,71.0,7.0,2008-04-20,0.041292
4147,42.0,71.0,7.0,2008-04-21,0.036458
4148,42.0,71.0,7.0,2008-04-22,0.033042
4149,42.0,71.0,7.0,2008-04-23,0.031042
4150,42.0,71.0,7.0,2008-04-24,0.033833
4151,42.0,71.0,7.0,2008-04-25,0.044
4152,42.0,71.0,7.0,2008-04-26,0.037125
4153,42.0,71.0,7.0,2008-04-27,0.037917
4154,42.0,71.0,7.0,2008-04-28,0.02025
4155,42.0,71.0,7.0,2008-04-29,0.03775
4156,42.0,71.0,7.0,2008-04-30,0.030708
4157,42.0,71.0,7.0,2008-05-01,0.030375
4158,42.0,71.0,7.0,2008-05-02,0.030833
4159,42.0,71.0,7.0,2008-05-03,0.035375
4160,42.0,71.0,7.0,2008-05-04,0.029083
4161,42.0,71.0,7.0,2008-05-05,0.033375
4162,42.0,71.0,7.0,2008-05-06,0.030875
4163,42.0,71.0,7.0,2008-05-07,0.051333
4164,42.0,71.0,7.0,2008-05-08,0.031875
4165,42.0,71.0,7.0,2008-05-09,0.022417
4166,42.0,71.0,7.0,2008-05-10,0.019375
4167,42.0,71.0,7.0,2008-05-11,0.034625
4168,42.0,71.0,7.0,2008-05-12,0.030958
4169,42.0,71.0,7.0,2008-05-13,0.029417
4170,42.0,71.0,7.0,2008-05-14,0.033875
4171,42.0,71.0,7.0,2008-05-15,0.035333
4172,42.0,71.0,7.0,2008-05-16,0.02625
4173,42.0,71.0,7.0,2008-05-17,0.04075
4174,42.0,71.0,7.0,2008-05-18,0.034125
4175,42.0,71.0,7.0,2008-05-19,0.025708
4176,42.0,71.0,7.0,2008-05-20,0.0145
4177,42.0,71.0,7.0,2008-05-21,0.028792
4178,42.0,71.0,7.0,2008-05-22,0.021458
4179,42.0,71.0,7.0,2008-05-23,0.024625
4180,42.0,71.0,7.0,2008-05-24,0.030667
4181,42.0,71.0,7.0,2008-05-25,0.038958
4182,42.0,71.0,7.0,2008-05-26,0.04825
4183,42.0,71.0,7.0,2008-05-27,0.032667
4184,42.0,71.0,7.0,2008-05-28,0.029333
4185,42.0,71.0,7.0,2008-05-29,0.031042
4186,42.0,71.0,7.0,2008-05-30,0.049958
4187,42.0,71.0,7.0,2008-05-31,0.032583
4188,42.0,71.0,7.0,2008-06-01,0.043917
4189,42.0,71.0,7.0,2008-06-02,0.037083
4190,42.0,71.0,7.0,2008-06-03,0.043875
4191,42.0,71.0,7.0,2008-06-04,0.022833
4192,42.0,71.0,7.0,2008-06-05,0.042792
4193,42.0,71.0,7.0,2008-06-06,0.042292
4194,42.0,71.0,7.0,2008-06-07,0.040667
4195,42.0,71.0,7.0,2008-06-08,0.035667
4196,42.0,71.0,7.0,2008-06-09,0.042333
4197,42.0,71.0,7.0,2008-06-10,0.045083
4198,42.0,71.0,7.0,2008-06-11,0.041
4199,42.0,71.0,7.0,2008-06-13,0.060042
4200,42.0,71.0,7.0,2008-06-13,0.05
4201,42.0,71.0,7.0,2008-06-13,0.060042
4202,42.0,71.0,7.0,2008-06-14,0.048167
4203,42.0,71.0,7.0,2008-06-15,0.034125
4204,42.0,71.0,7.0,2008-06-16,0.03675
4205,42.0,71.0,7.0,2008-06-17,0.031292
4206,42.0,71.0,7.0,2008-06-18,0.028667
4207,42.0,71.0,7.0,2008-06-19,0.022458
4208,42.0,71.0,7.0,2008-06-20,0.032625
4209,42.0,71.0,7.0,2008-06-21,0.051458
4210,42.0,71.0,7.0,2008-06-22,0.053458
4211,42.0,71.0,7.0,2008-06-23,0.047458
4212,42.0,71.0,7.0,2008-06-24,0.033333
4213,42.0,71.0,7.0,2008-06-25,0.041
4214,42.0,71.0,7.0,2008-06-26,0.040583
4215,42.0,71.0,7.0,2008-06-27,0.035792
4216,42.0,71.0,7.0,2008-06-28,0.034458
4217,42.0,71.0,7.0,2008-06-29,0.037792
4218,42.0,71.0,7.0,2008-06-30,0.0385
4219,42.0,71.0,7.0,2008-07-01,0.029792
4220,42.0,71.0,7.0,2008-07-02,0.046875
4221,42.0,71.0,7.0,2008-07-03,0.05
4222,42.0,71.0,7.0,2008-07-04,0.032167
4223,42.0,71.0,7.0,2008-07-05,0.028042
4224,42.0,71.0,7.0,2008-07-06,0.031167
4225,42.0,71.0,7.0,2008-07-07,0.031458
4226,42.0,71.0,7.0,2008-07-08,0.0415
4227,42.0,71.0,7.0,2008-07-09,0.030375
4228,42.0,71.0,7.0,2008-07-10,0.03225
4229,42.0,71.0,7.0,2008-07-11,0.038958
4230,42.0,71.0,7.0,2008-07-12,0.051292
4231,42.0,71.0,7.0,2008-07-13,0.045958
4232,42.0,71.0,7.0,2008-07-14,0.029208
4233,42.0,71.0,7.0,2008-07-15,0.030125
4234,42.0,71.0,7.0,2008-07-16,0.041792
4235,42.0,71.0,7.0,2008-07-17,0.044417
4236,42.0,71.0,7.0,2008-07-18,0.048542
4237,42.0,71.0,7.0,2008-07-19,0.041083
4238,42.0,71.0,7.0,2008-07-20,0.04325
4239,42.0,71.0,7.0,2008-07-21,0.039583
4240,42.0,71.0,7.0,2008-07-22,0.0475
4241,42.0,71.0,7.0,2008-07-23,0.035375
4242,42.0,71.0,7.0,2008-07-24,0.029458
