,cStatoMD,cConteaMD,nSitMD,dateMD,O3meanMD
517,24.0,5.0,3001.0,2009-04-10,0.035708
518,24.0,5.0,3001.0,2009-04-11,0.038083
519,24.0,5.0,3001.0,2009-04-12,0.038917
520,24.0,5.0,3001.0,2009-04-13,0.032458
521,24.0,5.0,3001.0,2009-04-14,0.037125
522,24.0,5.0,3001.0,2009-04-15,0.02375
523,24.0,5.0,3001.0,2009-04-16,0.027125
524,24.0,5.0,3001.0,2009-04-17,0.025208
525,24.0,5.0,3001.0,2009-04-18,0.033833
526,24.0,5.0,3001.0,2009-04-19,0.04025
527,24.0,5.0,3001.0,2009-04-20,0.035417
528,24.0,5.0,3001.0,2009-04-21,0.028125
529,24.0,5.0,3001.0,2009-04-22,0.024625
530,24.0,5.0,3001.0,2009-04-23,0.0205
531,24.0,5.0,3001.0,2009-04-24,0.037647
532,24.0,5.0,3001.0,2009-04-25,0.034083
533,24.0,5.0,3001.0,2009-04-26,0.039208
534,24.0,5.0,3001.0,2009-04-27,0.036208
535,24.0,5.0,3001.0,2009-04-28,0.0435
536,24.0,5.0,3001.0,2009-04-29,0.034786
537,24.0,5.0,3001.0,2009-04-30,0.031733
538,24.0,5.0,3001.0,2009-05-01,0.014571
539,24.0,5.0,3001.0,2009-05-02,0.030625
540,24.0,5.0,3001.0,2009-05-03,0.027917
541,24.0,5.0,3001.0,2009-05-04,0.034792
542,24.0,5.0,3001.0,2009-05-05,0.031708
543,24.0,5.0,3001.0,2009-05-06,0.027958
544,24.0,5.0,3001.0,2009-05-07,0.014542
545,24.0,5.0,3001.0,2009-05-08,0.03075
546,24.0,5.0,3001.0,2009-05-10,0.037875
547,24.0,5.0,3001.0,2009-05-11,0.026
548,24.0,5.0,3001.0,2009-05-12,0.026042
549,24.0,5.0,3001.0,2009-05-13,0.042583
550,24.0,5.0,3001.0,2009-05-16,0.023958
551,24.0,5.0,3001.0,2009-05-17,0.0285
552,24.0,5.0,3001.0,2009-05-18,0.0335
553,24.0,5.0,3001.0,2009-05-21,0.031417
554,24.0,5.0,3001.0,2009-05-22,0.032833
555,24.0,5.0,3001.0,2009-05-23,0.028292
556,24.0,5.0,3001.0,2009-05-24,0.024458
557,24.0,5.0,3001.0,2009-05-25,0.02575
558,24.0,5.0,3001.0,2009-05-26,0.029125
559,24.0,5.0,3001.0,2009-05-27,0.012042
560,24.0,5.0,3001.0,2009-05-28,0.017208
561,24.0,5.0,3001.0,2009-05-29,0.017458
562,24.0,5.0,3001.0,2009-05-30,0.028375
563,24.0,5.0,3001.0,2009-05-31,0.037
564,24.0,5.0,3001.0,2009-06-01,0.037917
565,24.0,5.0,3001.0,2009-06-02,0.043917
566,24.0,5.0,3001.0,2009-06-03,0.036583
567,24.0,5.0,3001.0,2009-06-04,0.02975
568,24.0,5.0,3001.0,2009-06-05,0.027292
569,24.0,5.0,3001.0,2009-06-06,0.027833
570,24.0,5.0,3001.0,2009-06-07,0.036708
571,24.0,5.0,3001.0,2009-06-08,0.043875
572,24.0,5.0,3001.0,2009-06-09,0.029938
573,24.0,5.0,3001.0,2009-06-10,0.044842
574,24.0,5.0,3001.0,2009-06-11,0.025708
575,24.0,5.0,3001.0,2009-06-12,0.030167
576,24.0,5.0,3001.0,2009-06-13,0.041458
577,24.0,5.0,3001.0,2009-06-14,0.036083
578,24.0,5.0,3001.0,2009-06-15,0.037667
579,24.0,5.0,3001.0,2009-06-16,0.029833
580,24.0,5.0,3001.0,2009-06-17,0.025042
581,24.0,5.0,3001.0,2009-06-18,0.02775
582,24.0,5.0,3001.0,2009-06-19,0.029077
583,24.0,5.0,3001.0,2009-06-20,0.030708
584,24.0,5.0,3001.0,2009-06-21,0.029042
585,24.0,5.0,3001.0,2009-06-22,0.029833
586,24.0,5.0,3001.0,2009-06-23,0.032833
587,24.0,5.0,3001.0,2009-06-24,0.031458
588,24.0,5.0,3001.0,2009-06-25,0.046583
589,24.0,5.0,3001.0,2009-06-26,0.042875
590,24.0,5.0,3001.0,2009-06-27,0.034792
591,24.0,5.0,3001.0,2009-06-28,0.028125
592,24.0,5.0,3001.0,2009-06-29,0.032333
593,24.0,5.0,3001.0,2009-06-30,0.0282
594,24.0,5.0,3001.0,2009-07-01,0.033
595,24.0,5.0,3001.0,2009-07-02,0.024792
596,24.0,5.0,3001.0,2009-07-03,0.025
597,24.0,5.0,3001.0,2009-07-04,0.036667
598,24.0,5.0,3001.0,2009-07-05,0.031375
599,24.0,5.0,3001.0,2009-07-06,0.040292
600,24.0,5.0,3001.0,2009-07-07,0.038875
601,24.0,5.0,3001.0,2009-07-08,0.024417
602,24.0,5.0,3001.0,2009-07-09,0.028778
603,24.0,5.0,3001.0,2009-07-10,0.0375
604,24.0,5.0,3001.0,2009-07-11,0.036083
605,24.0,5.0,3001.0,2009-07-12,0.036875
606,24.0,5.0,3001.0,2009-07-13,0.037708
607,24.0,5.0,3001.0,2009-07-14,0.029083
608,24.0,5.0,3001.0,2009-07-15,0.049333
609,24.0,5.0,3001.0,2009-07-16,0.04125
610,24.0,5.0,3001.0,2009-07-17,0.031917
611,24.0,5.0,3001.0,2009-07-18,0.031
612,24.0,5.0,3001.0,2009-07-19,0.032667
613,24.0,5.0,3001.0,2009-07-20,0.036667
614,24.0,5.0,3001.0,2009-07-21,0.036417
615,24.0,5.0,3001.0,2009-07-22,0.036208
616,24.0,5.0,3001.0,2009-07-23,0.02325
617,24.0,5.0,3001.0,2009-07-24,0.032958
618,24.0,5.0,3001.0,2009-07-25,0.036792
619,24.0,5.0,3001.0,2009-07-26,0.033708
620,24.0,5.0,3001.0,2009-07-27,0.034958
621,24.0,5.0,3001.0,2009-07-28,0.038333
622,24.0,5.0,3001.0,2009-07-29,0.02925
623,24.0,5.0,3001.0,2009-07-30,0.041875
624,24.0,5.0,3001.0,2009-07-31,0.025708
625,24.0,5.0,3001.0,2009-08-01,0.032792
626,24.0,5.0,3001.0,2009-08-02,0.031583
627,24.0,5.0,3001.0,2009-08-03,0.041875
628,24.0,5.0,3001.0,2009-08-04,0.033792
629,24.0,5.0,3001.0,2009-08-05,0.038417
630,24.0,5.0,3001.0,2009-08-06,0.023125
631,24.0,5.0,3001.0,2009-08-07,0.025208
632,24.0,5.0,3001.0,2009-08-08,0.038458
633,24.0,5.0,3001.0,2009-08-09,0.033833
634,24.0,5.0,3001.0,2009-08-10,0.032208
635,24.0,5.0,3001.0,2009-08-11,0.037542
636,24.0,5.0,3001.0,2009-08-12,0.036
637,24.0,5.0,3001.0,2009-08-13,0.037708
638,24.0,5.0,3001.0,2009-08-14,0.03175
639,24.0,5.0,3001.0,2009-08-15,0.034917
640,24.0,5.0,3001.0,2009-08-16,0.039042
641,24.0,5.0,3001.0,2009-08-17,0.037917
642,24.0,5.0,3001.0,2009-08-18,0.035
643,24.0,5.0,3001.0,2009-08-19,0.027458
644,24.0,5.0,3001.0,2009-08-20,0.031833
645,24.0,5.0,3001.0,2009-08-21,0.026
646,24.0,5.0,3001.0,2009-08-22,0.020458
647,24.0,5.0,3001.0,2009-08-23,0.032875
648,24.0,5.0,3001.0,2009-08-24,0.025125
649,24.0,5.0,3001.0,2009-08-25,0.032833
650,24.0,5.0,3001.0,2009-08-26,0.031083
651,24.0,5.0,3001.0,2009-08-27,0.041292
652,24.0,5.0,3001.0,2009-08-28,0.027333
653,24.0,5.0,3001.0,2009-08-29,0.0195
654,24.0,5.0,3001.0,2009-08-30,0.030292
655,24.0,5.0,3001.0,2009-08-31,0.018958
656,24.0,5.0,3001.0,2009-09-01,0.027438
657,24.0,5.0,3001.0,2009-09-03,0.02925
658,24.0,5.0,3001.0,2009-09-04,0.028208
659,24.0,5.0,3001.0,2009-09-05,0.030667
660,24.0,5.0,3001.0,2009-09-06,0.034208
661,24.0,5.0,3001.0,2009-09-07,0.022167
662,24.0,5.0,3001.0,2009-09-08,0.021708
663,24.0,5.0,3001.0,2009-09-09,0.026833
664,24.0,5.0,3001.0,2009-09-10,0.024875
665,24.0,5.0,3001.0,2009-09-11,0.01275
666,24.0,5.0,3001.0,2009-09-12,0.010042
667,24.0,5.0,3001.0,2009-09-13,0.02075
668,24.0,5.0,3001.0,2009-09-14,0.023167
669,24.0,5.0,3001.0,2009-09-15,0.023667
670,24.0,5.0,3001.0,2009-09-16,0.017667
671,24.0,5.0,3001.0,2009-09-17,0.016667
672,24.0,5.0,3001.0,2009-09-18,0.015208
673,24.0,5.0,3001.0,2009-09-19,0.017458
674,24.0,5.0,3001.0,2009-09-20,0.020042
675,24.0,5.0,3001.0,2009-09-21,0.021958
676,24.0,5.0,3001.0,2009-09-22,0.020458
677,24.0,5.0,3001.0,2009-09-23,0.011444
678,24.0,5.0,3001.0,2009-09-24,0.02575
679,24.0,5.0,3001.0,2009-09-25,0.02175
680,24.0,5.0,3001.0,2009-09-26,0.02225
681,24.0,5.0,3001.0,2009-09-27,0.021417
682,24.0,5.0,3001.0,2009-09-28,0.016542
683,24.0,5.0,3001.0,2009-09-29,0.012583
684,24.0,5.0,3001.0,2009-09-30,0.009708
685,24.0,5.0,3001.0,2009-10-01,0.018708
686,24.0,5.0,3001.0,2009-10-02,0.032125
687,24.0,5.0,3001.0,2009-10-03,0.017417
688,24.0,5.0,3001.0,2009-10-04,0.017292
689,24.0,5.0,3001.0,2009-10-05,0.01175
690,24.0,5.0,3001.0,2009-10-06,0.022458
691,24.0,5.0,3001.0,2009-10-07,0.019042
692,24.0,5.0,3001.0,2009-10-08,0.017
693,24.0,5.0,3001.0,2009-10-09,0.0325
694,24.0,5.0,3001.0,2009-10-10,0.015542
695,24.0,5.0,3001.0,2009-10-11,0.016083
696,24.0,5.0,3001.0,2009-10-12,0.01375
697,24.0,5.0,3001.0,2009-10-13,0.017917
698,24.0,5.0,3001.0,2009-10-14,0.009625
699,24.0,5.0,3001.0,2009-10-15,0.006625
700,24.0,5.0,3001.0,2009-10-16,0.008792
701,24.0,5.0,3001.0,2009-10-17,0.016667
702,24.0,5.0,3001.0,2009-10-18,0.019208
703,24.0,5.0,3001.0,2009-10-19,0.012958
704,24.0,5.0,3001.0,2009-10-20,0.008208
705,24.0,5.0,3001.0,2009-10-21,0.007708
706,24.0,5.0,3001.0,2009-10-22,0.004625
707,24.0,5.0,3001.0,2009-10-23,0.017833
708,24.0,5.0,3001.0,2009-10-24,0.021167
709,24.0,5.0,3001.0,2009-10-25,0.0145
710,24.0,5.0,3001.0,2009-10-26,0.017792
711,24.0,5.0,3001.0,2009-10-27,0.009
712,24.0,5.0,3001.0,2009-10-28,0.01475
713,24.0,5.0,3001.0,2009-10-29,0.016167
714,24.0,5.0,3001.0,2009-10-30,0.028208
715,24.0,5.0,3001.0,2009-10-31,0.018583
716,24.0,5.0,3001.0,2009-11-01,0.013833
717,24.0,5.0,3001.0,2009-11-02,0.008
718,24.0,5.0,3001.0,2009-11-03,0.015667
719,24.0,5.0,3001.0,2009-11-04,0.008708
720,24.0,5.0,3001.0,2009-11-05,0.018
721,24.0,5.0,3001.0,2009-11-06,0.010792
722,24.0,5.0,3001.0,2009-11-07,0.015833
723,24.0,5.0,3001.0,2009-11-08,0.009583
724,24.0,5.0,3001.0,2009-11-09,0.011625
725,24.0,5.0,3001.0,2009-11-10,0.009917
726,24.0,5.0,3001.0,2009-11-11,0.017792
727,24.0,5.0,3001.0,2009-11-12,0.020958
728,24.0,5.0,3001.0,2009-11-13,0.024417
729,24.0,5.0,3001.0,2009-11-14,0.019375
730,24.0,5.0,3001.0,2009-11-15,0.015125
731,24.0,5.0,3001.0,2009-11-16,0.017667
732,24.0,5.0,3001.0,2009-11-17,0.015458
733,24.0,5.0,3001.0,2009-11-18,0.021875
734,24.0,5.0,3001.0,2009-11-19,0.014542
735,24.0,5.0,3001.0,2009-11-20,0.012667
736,24.0,5.0,3001.0,2009-11-21,0.0075
737,24.0,5.0,3001.0,2009-11-22,0.015958
738,24.0,5.0,3001.0,2009-11-23,0.009
739,24.0,5.0,3001.0,2009-11-24,0.004833
740,24.0,5.0,3001.0,2009-11-25,0.006667
741,24.0,5.0,3001.0,2009-11-26,0.01025
742,24.0,5.0,3001.0,2009-11-27,0.01975
743,24.0,5.0,3001.0,2009-11-28,0.013375
744,24.0,5.0,3001.0,2009-11-29,0.008792
745,24.0,5.0,3001.0,2009-11-30,0.007917
746,24.0,5.0,3001.0,2009-12-01,0.0085
747,24.0,5.0,3001.0,2009-12-02,0.014042
748,24.0,5.0,3001.0,2009-12-03,0.011917
749,24.0,5.0,3001.0,2009-12-04,0.004917
750,24.0,5.0,3001.0,2009-12-05,0.012
751,24.0,5.0,3001.0,2009-12-06,0.011
752,24.0,5.0,3001.0,2009-12-07,0.005167
753,24.0,5.0,3001.0,2009-12-08,0.014667
754,24.0,5.0,3001.0,2009-12-09,0.011792
755,24.0,5.0,3001.0,2009-12-10,0.024542
756,24.0,5.0,3001.0,2009-12-11,0.017333
757,24.0,5.0,3001.0,2009-12-12,0.012
758,24.0,5.0,3001.0,2009-12-13,0.003625
759,24.0,5.0,3001.0,2009-12-14,0.007292
760,24.0,5.0,3001.0,2009-12-15,0.010792
761,24.0,5.0,3001.0,2009-12-16,0.022792
762,24.0,5.0,3001.0,2009-12-17,0.012875
763,24.0,5.0,3001.0,2009-12-18,0.011833
764,24.0,5.0,3001.0,2009-12-19,0.028083
765,24.0,5.0,3001.0,2009-12-20,0.02975
766,24.0,5.0,3001.0,2009-12-21,0.01575
767,24.0,5.0,3001.0,2009-12-22,0.011
768,24.0,5.0,3001.0,2009-12-23,0.0145
769,24.0,5.0,3001.0,2009-12-24,0.009042
770,24.0,5.0,3001.0,2009-12-25,0.018333
771,24.0,5.0,3001.0,2009-12-26,0.022042
772,24.0,5.0,3001.0,2009-12-27,0.017792
773,24.0,5.0,3001.0,2009-12-28,0.0215
774,24.0,5.0,3001.0,2009-12-29,0.025708
775,24.0,5.0,3001.0,2009-12-30,0.014875
776,24.0,5.0,3001.0,2009-12-31,0.011684
777,24.0,5.0,3001.0,2010-01-01,0.013875
778,24.0,5.0,3001.0,2010-01-02,0.030917
779,24.0,5.0,3001.0,2010-01-03,0.027292
780,24.0,5.0,3001.0,2010-01-04,0.021917
781,24.0,5.0,3001.0,2010-01-05,0.023208
782,24.0,5.0,3001.0,2010-01-06,0.019208
783,24.0,5.0,3001.0,2010-01-07,0.012167
784,24.0,5.0,3001.0,2010-01-08,0.014833
785,24.0,5.0,3001.0,2010-01-09,0.029083
786,24.0,5.0,3001.0,2010-01-10,0.026667
787,24.0,5.0,3001.0,2010-01-11,0.010583
788,24.0,5.0,3001.0,2010-01-12,0.019167
789,24.0,5.0,3001.0,2010-01-13,0.01225
790,24.0,5.0,3001.0,2010-01-14,0.006875
791,24.0,5.0,3001.0,2010-01-15,0.009917
792,24.0,5.0,3001.0,2010-01-16,0.003625
793,24.0,5.0,3001.0,2010-01-17,0.016
794,24.0,5.0,3001.0,2010-01-18,0.016417
795,24.0,5.0,3001.0,2010-01-19,0.006042
796,24.0,5.0,3001.0,2010-01-20,0.012708
797,24.0,5.0,3001.0,2010-01-21,0.018458
798,24.0,5.0,3001.0,2010-01-22,0.011417
799,24.0,5.0,3001.0,2010-01-23,0.016708
800,24.0,5.0,3001.0,2010-01-24,0.021333
801,24.0,5.0,3001.0,2010-01-25,0.027958
802,24.0,5.0,3001.0,2010-01-26,0.012708
803,24.0,5.0,3001.0,2010-01-27,0.009208
804,24.0,5.0,3001.0,2010-01-28,0.021167
805,24.0,5.0,3001.0,2010-01-29,0.029667
806,24.0,5.0,3001.0,2010-01-30,0.026583
807,24.0,5.0,3001.0,2010-01-31,0.01775
808,24.0,5.0,3001.0,2010-02-01,0.013125
809,24.0,5.0,3001.0,2010-02-02,0.014333
810,24.0,5.0,3001.0,2010-02-03,0.013667
811,24.0,5.0,3001.0,2010-02-04,0.016792
812,24.0,5.0,3001.0,2010-02-05,0.01075
813,24.0,5.0,3001.0,2010-02-06,0.02775
814,24.0,5.0,3001.0,2010-02-07,0.025458
815,24.0,5.0,3001.0,2010-02-08,0.018417
816,24.0,5.0,3001.0,2010-02-09,0.015042
817,24.0,5.0,3001.0,2010-02-10,0.025667
818,24.0,5.0,3001.0,2010-02-11,0.02825
819,24.0,5.0,3001.0,2010-02-12,0.021167
820,24.0,5.0,3001.0,2010-02-13,0.030667
821,24.0,5.0,3001.0,2010-02-14,0.027208
822,24.0,5.0,3001.0,2010-02-15,0.021333
823,24.0,5.0,3001.0,2010-02-16,0.026292
824,24.0,5.0,3001.0,2010-02-17,0.023542
825,24.0,5.0,3001.0,2010-02-18,0.029792
826,24.0,5.0,3001.0,2010-02-19,0.037958
827,24.0,5.0,3001.0,2010-02-20,0.0325
828,24.0,5.0,3001.0,2010-02-21,0.021708
829,24.0,5.0,3001.0,2010-02-22,0.025333
830,24.0,5.0,3001.0,2010-02-23,0.019417
831,24.0,5.0,3001.0,2010-02-24,0.022875
832,24.0,5.0,3001.0,2010-02-25,0.032875
833,24.0,5.0,3001.0,2010-02-26,0.029083
834,24.0,5.0,3001.0,2010-02-27,0.029125
835,24.0,5.0,3001.0,2010-02-28,0.030667
836,24.0,5.0,3001.0,2010-03-01,0.030333
837,24.0,5.0,3001.0,2010-03-02,0.022958
838,24.0,5.0,3001.0,2010-03-03,0.032
839,24.0,5.0,3001.0,2010-03-04,0.038833
840,24.0,5.0,3001.0,2010-03-05,0.036083
841,24.0,5.0,3001.0,2010-03-06,0.0345
842,24.0,5.0,3001.0,2010-03-07,0.028167
843,24.0,5.0,3001.0,2010-03-08,0.036333
844,24.0,5.0,3001.0,2010-03-09,0.026292
845,24.0,5.0,3001.0,2010-03-10,0.023385
846,24.0,5.0,3001.0,2010-03-11,0.040167
847,24.0,5.0,3001.0,2010-03-12,0.041625
848,24.0,5.0,3001.0,2010-03-13,0.0405
849,24.0,5.0,3001.0,2010-03-14,0.03125
850,24.0,5.0,3001.0,2010-03-15,0.030313
851,24.0,5.0,3001.0,2010-03-16,0.028167
852,24.0,5.0,3001.0,2010-03-17,0.01225
853,24.0,5.0,3001.0,2010-03-18,0.016667
854,24.0,5.0,3001.0,2010-03-19,0.029208
855,24.0,5.0,3001.0,2010-03-20,0.029458
856,24.0,5.0,3001.0,2010-03-21,0.046958
857,24.0,5.0,3001.0,2010-03-22,0.031042
858,24.0,5.0,3001.0,2010-03-23,0.022083
859,24.0,5.0,3001.0,2010-03-24,0.028042
860,24.0,5.0,3001.0,2010-03-25,0.035375
861,24.0,5.0,3001.0,2010-03-26,0.036125
862,24.0,5.0,3001.0,2010-03-28,0.039167
863,24.0,5.0,3001.0,2010-03-29,0.0235
864,24.0,5.0,3001.0,2010-03-30,0.03775
865,24.0,5.0,3001.0,2010-03-31,0.029
866,24.0,5.0,3001.0,2010-04-01,0.022542
867,24.0,5.0,3001.0,2010-04-09,0.037667
868,24.0,5.0,3001.0,2010-04-10,0.036917
869,24.0,5.0,3001.0,2010-04-11,0.0405
870,24.0,5.0,3001.0,2010-04-12,0.039
871,24.0,5.0,3001.0,2010-04-13,0.025042
872,24.0,5.0,3001.0,2010-04-14,0.033083
873,24.0,5.0,3001.0,2010-04-15,0.027542
874,24.0,5.0,3001.0,2010-04-16,0.037667
875,24.0,5.0,3001.0,2010-04-17,0.03575
876,24.0,5.0,3001.0,2010-04-18,0.025292
877,24.0,5.0,3001.0,2010-04-19,0.02875
878,24.0,5.0,3001.0,2010-04-20,0.024208
879,24.0,5.0,3001.0,2010-04-21,0.02475
880,24.0,5.0,3001.0,2010-04-22,0.032958
881,24.0,5.0,3001.0,2010-04-23,0.033708
882,24.0,5.0,3001.0,2010-04-24,0.039583
883,24.0,5.0,3001.0,2010-04-25,0.029958
884,24.0,5.0,3001.0,2010-04-26,0.023458
885,24.0,5.0,3001.0,2010-04-27,0.034042
886,24.0,5.0,3001.0,2010-04-28,0.032167
887,24.0,5.0,3001.0,2010-04-29,0.028208
888,24.0,5.0,3001.0,2010-04-30,0.031292
889,24.0,5.0,3001.0,2010-05-01,0.040042
890,24.0,5.0,3001.0,2010-05-02,0.025333
891,24.0,5.0,3001.0,2010-05-03,0.021458
892,24.0,5.0,3001.0,2010-05-04,0.03925
893,24.0,5.0,3001.0,2010-05-05,0.048125
894,24.0,5.0,3001.0,2010-05-06,0.048042
895,24.0,5.0,3001.0,2010-05-07,0.040292
896,24.0,5.0,3001.0,2010-05-08,0.039083
897,24.0,5.0,3001.0,2010-05-09,0.040542
898,24.0,5.0,3001.0,2010-05-10,0.034417
899,24.0,5.0,3001.0,2010-05-11,0.036958
900,24.0,5.0,3001.0,2010-05-12,0.028375
901,24.0,5.0,3001.0,2010-05-13,0.036583
902,24.0,5.0,3001.0,2010-05-14,0.02625
903,24.0,5.0,3001.0,2010-05-15,0.037083
904,24.0,5.0,3001.0,2010-05-16,0.033625
905,24.0,5.0,3001.0,2010-05-17,0.031292
906,24.0,5.0,3001.0,2010-05-18,0.032292
907,24.0,5.0,3001.0,2010-05-19,0.01875
908,24.0,5.0,3001.0,2010-05-20,0.034625
909,24.0,5.0,3001.0,2010-05-21,0.043542
910,24.0,5.0,3001.0,2010-05-22,0.041417
911,24.0,5.0,3001.0,2010-05-23,0.028083
912,24.0,5.0,3001.0,2010-05-24,0.023417
913,24.0,5.0,3001.0,2010-05-25,0.020625
914,24.0,5.0,3001.0,2010-05-26,0.037625
915,24.0,5.0,3001.0,2010-05-27,0.050833
916,24.0,5.0,3001.0,2010-05-28,0.033708
917,24.0,5.0,3001.0,2010-05-29,0.037083
918,24.0,5.0,3001.0,2010-05-30,0.039083
919,24.0,5.0,3001.0,2010-05-31,0.037625
920,24.0,5.0,3001.0,2010-06-01,0.030792
921,24.0,5.0,3001.0,2010-06-02,0.047042
922,24.0,5.0,3001.0,2010-06-03,0.037667
923,24.0,5.0,3001.0,2010-06-04,0.038208
924,24.0,5.0,3001.0,2010-06-05,0.033208
925,24.0,5.0,3001.0,2010-06-06,0.032917
926,24.0,5.0,3001.0,2010-06-07,0.034833
927,24.0,5.0,3001.0,2010-06-08,0.030167
928,24.0,5.0,3001.0,2010-06-09,0.019083
929,24.0,5.0,3001.0,2010-06-10,0.03825
930,24.0,5.0,3001.0,2010-06-11,0.048708
931,24.0,5.0,3001.0,2010-06-12,0.042917
932,24.0,5.0,3001.0,2010-06-13,0.03275
933,24.0,5.0,3001.0,2010-06-14,0.032875
934,24.0,5.0,3001.0,2010-06-15,0.03675
935,24.0,5.0,3001.0,2010-06-16,0.026792
936,24.0,5.0,3001.0,2010-06-17,0.036333
937,24.0,5.0,3001.0,2010-06-18,0.046789
938,24.0,5.0,3001.0,2010-06-21,0.009
939,24.0,5.0,3001.0,2010-06-22,0.046583
940,24.0,5.0,3001.0,2010-06-23,0.04525
941,24.0,5.0,3001.0,2010-06-24,0.044833
942,24.0,5.0,3001.0,2010-06-25,0.048375
943,24.0,5.0,3001.0,2010-06-26,0.042708
944,24.0,5.0,3001.0,2010-06-27,0.039958
945,24.0,5.0,3001.0,2010-06-28,0.0345
946,24.0,5.0,3001.0,2010-06-29,0.045417
947,24.0,5.0,3001.0,2010-06-30,0.039042
948,24.0,5.0,3001.0,2010-07-01,0.029583
949,24.0,5.0,3001.0,2010-07-02,0.028958
950,24.0,5.0,3001.0,2010-07-03,0.046833
951,24.0,5.0,3001.0,2010-07-04,0.050667
952,24.0,5.0,3001.0,2010-07-05,0.049208
953,24.0,5.0,3001.0,2010-07-06,0.057458
954,24.0,5.0,3001.0,2010-07-07,0.063917
955,24.0,5.0,3001.0,2010-07-08,0.042792
956,24.0,5.0,3001.0,2010-07-09,0.031083
957,24.0,5.0,3001.0,2010-07-10,0.026625
958,24.0,5.0,3001.0,2010-07-11,0.038625
959,24.0,5.0,3001.0,2010-07-12,0.029625
960,24.0,5.0,3001.0,2010-07-13,0.034625
961,24.0,5.0,3001.0,2010-07-14,0.026125
962,24.0,5.0,3001.0,2010-07-15,0.046125
963,24.0,5.0,3001.0,2010-07-16,0.044958
964,24.0,5.0,3001.0,2010-07-17,0.048417
965,24.0,5.0,3001.0,2010-07-18,0.044
966,24.0,5.0,3001.0,2010-07-19,0.036667
967,24.0,5.0,3001.0,2010-07-20,0.036833
968,24.0,5.0,3001.0,2010-07-21,0.034625
969,24.0,5.0,3001.0,2010-07-22,0.040792
970,24.0,5.0,3001.0,2010-07-23,0.047292
971,24.0,5.0,3001.0,2010-07-24,0.040458
972,24.0,5.0,3001.0,2010-07-25,0.033875
973,24.0,5.0,3001.0,2010-07-26,0.027458
974,24.0,5.0,3001.0,2010-07-27,0.044417
975,24.0,5.0,3001.0,2010-07-28,0.04225
976,24.0,5.0,3001.0,2010-07-29,0.034792
977,24.0,5.0,3001.0,2010-07-30,0.032917
978,24.0,5.0,3001.0,2010-07-31,0.051708
979,24.0,5.0,3001.0,2010-08-01,0.047833
980,24.0,5.0,3001.0,2010-08-02,0.039125
981,24.0,5.0,3001.0,2010-08-03,0.032667
982,24.0,5.0,3001.0,2010-08-04,0.041167
983,24.0,5.0,3001.0,2010-08-05,0.030708
984,24.0,5.0,3001.0,2010-08-06,0.034458
985,24.0,5.0,3001.0,2010-08-07,0.03525
986,24.0,5.0,3001.0,2010-08-08,0.041792
987,24.0,5.0,3001.0,2010-08-09,0.044625
988,24.0,5.0,3001.0,2010-08-10,0.067333
989,24.0,5.0,3001.0,2010-08-11,0.057375
990,24.0,5.0,3001.0,2010-08-12,0.047417
991,24.0,5.0,3001.0,2010-08-13,0.025708
992,24.0,5.0,3001.0,2010-08-14,0.027083
993,24.0,5.0,3001.0,2010-08-15,0.023917
994,24.0,5.0,3001.0,2010-08-16,0.036208
995,24.0,5.0,3001.0,2010-08-17,0.0505
996,24.0,5.0,3001.0,2010-08-18,0.032667
997,24.0,5.0,3001.0,2010-08-19,0.046875
998,24.0,5.0,3001.0,2010-08-20,0.044542
999,24.0,5.0,3001.0,2010-08-21,0.049083
1000,24.0,5.0,3001.0,2010-08-22,0.039792
1001,24.0,5.0,3001.0,2010-08-23,0.037333
1002,24.0,5.0,3001.0,2010-08-24,0.025292
1003,24.0,5.0,3001.0,2010-08-25,0.0221
1004,24.0,5.0,3001.0,2010-09-02,0.044542
1005,24.0,5.0,3001.0,2010-09-03,0.040208
1006,24.0,5.0,3001.0,2010-09-04,0.030292
1007,24.0,5.0,3001.0,2010-09-05,0.034292
1008,24.0,5.0,3001.0,2010-09-06,0.040708
1009,24.0,5.0,3001.0,2010-09-07,0.044167
1010,24.0,5.0,3001.0,2010-09-08,0.03075
1011,24.0,5.0,3001.0,2010-09-09,0.0258
1012,24.0,5.0,3001.0,2010-09-10,0.021042
1013,24.0,5.0,3001.0,2010-09-11,0.031
1014,24.0,5.0,3001.0,2010-09-12,0.022625
1015,24.0,5.0,3001.0,2010-09-13,0.020833
1016,24.0,5.0,3001.0,2010-09-14,0.019375
1017,24.0,5.0,3001.0,2010-09-15,0.031125
1018,24.0,5.0,3001.0,2010-09-16,0.027333
1019,24.0,5.0,3001.0,2010-09-17,0.029958
1020,24.0,5.0,3001.0,2010-09-18,0.023333
1021,24.0,5.0,3001.0,2010-09-19,0.034708
1022,24.0,5.0,3001.0,2010-09-20,0.030208
1023,24.0,5.0,3001.0,2010-09-21,0.030792
1024,24.0,5.0,3001.0,2010-09-22,0.040042
1025,24.0,5.0,3001.0,2010-09-23,0.041167
1026,24.0,5.0,3001.0,2010-09-24,0.048542
1027,24.0,5.0,3001.0,2010-09-25,0.042583
1028,24.0,5.0,3001.0,2010-09-26,0.023042
1029,24.0,5.0,3001.0,2010-09-27,0.019583
1030,24.0,5.0,3001.0,2010-09-28,0.023042
1031,24.0,5.0,3001.0,2010-09-29,0.012556
1032,24.0,5.0,3001.0,2010-09-30,0.018429
