,cStatoPen,cConteaPen,nSitPen,datePen,O3meanPen
1794,42.0,69.0,2006.0,2008-10-18,0.012875
1795,42.0,69.0,2006.0,2008-10-19,0.015
1796,42.0,69.0,2006.0,2008-10-21,0.013333
1797,42.0,69.0,2006.0,2008-10-22,0.015042
1798,42.0,69.0,2006.0,2008-10-23,0.007458
1799,42.0,69.0,2006.0,2008-10-28,0.019958
1800,42.0,69.0,2006.0,2008-10-29,0.023
1801,42.0,69.0,2006.0,2008-10-30,0.014333
1802,42.0,69.0,2006.0,2008-10-31,0.008789
1803,42.0,71.0,7.0,2008-04-01,0.0335
1804,42.0,71.0,7.0,2008-04-02,0.033875
1805,42.0,71.0,7.0,2008-04-03,0.035611
1806,42.0,71.0,7.0,2008-04-04,0.01475
1807,42.0,71.0,7.0,2008-04-05,0.033167
1808,42.0,71.0,7.0,2008-04-06,0.033
1809,42.0,71.0,7.0,2008-04-07,0.028625
1810,42.0,71.0,7.0,2008-04-08,0.025833
1811,42.0,71.0,7.0,2008-04-09,0.023667
1812,42.0,71.0,7.0,2008-04-10,0.027958
1813,42.0,71.0,7.0,2008-04-11,0.028083
1814,42.0,71.0,7.0,2008-04-12,0.037417
1815,42.0,71.0,7.0,2008-04-13,0.033167
1816,42.0,71.0,7.0,2008-04-14,0.034
1817,42.0,71.0,7.0,2008-04-15,0.026583
1818,42.0,71.0,7.0,2008-04-16,0.031
1819,42.0,71.0,7.0,2008-04-17,0.027667
1820,42.0,71.0,7.0,2008-04-18,0.036417
1821,42.0,71.0,7.0,2008-04-19,0.05475
1822,42.0,71.0,7.0,2008-04-20,0.041292
1823,42.0,71.0,7.0,2008-04-21,0.036458
1824,42.0,71.0,7.0,2008-04-22,0.033042
1825,42.0,71.0,7.0,2008-04-23,0.031042
1826,42.0,71.0,7.0,2008-04-24,0.033833
1827,42.0,71.0,7.0,2008-04-25,0.044
1828,42.0,71.0,7.0,2008-04-26,0.037125
1829,42.0,71.0,7.0,2008-04-27,0.037917
1830,42.0,71.0,7.0,2008-04-28,0.02025
1831,42.0,71.0,7.0,2008-04-29,0.03775
1832,42.0,71.0,7.0,2008-04-30,0.030708
1833,42.0,71.0,7.0,2008-05-01,0.030375
1834,42.0,71.0,7.0,2008-05-02,0.030833
1835,42.0,71.0,7.0,2008-05-03,0.035375
1836,42.0,71.0,7.0,2008-05-04,0.029083
1837,42.0,71.0,7.0,2008-05-05,0.033375
1838,42.0,71.0,7.0,2008-05-06,0.030875
1839,42.0,71.0,7.0,2008-05-07,0.051333
1840,42.0,71.0,7.0,2008-05-08,0.031875
1841,42.0,71.0,7.0,2008-05-09,0.022417
1842,42.0,71.0,7.0,2008-05-10,0.019375
1843,42.0,71.0,7.0,2008-05-11,0.034625
1844,42.0,71.0,7.0,2008-05-12,0.030958
1845,42.0,71.0,7.0,2008-05-13,0.029417
1846,42.0,71.0,7.0,2008-05-14,0.033875
1847,42.0,71.0,7.0,2008-05-15,0.035333
1848,42.0,71.0,7.0,2008-05-16,0.02625
1849,42.0,71.0,7.0,2008-05-17,0.04075
1850,42.0,71.0,7.0,2008-05-18,0.034125
1851,42.0,71.0,7.0,2008-05-19,0.025708
1852,42.0,71.0,7.0,2008-05-20,0.0145
1853,42.0,71.0,7.0,2008-05-21,0.028792
1854,42.0,71.0,7.0,2008-05-22,0.021458
1855,42.0,71.0,7.0,2008-05-23,0.024625
1856,42.0,71.0,7.0,2008-05-24,0.030667
1857,42.0,71.0,7.0,2008-05-25,0.038958
1858,42.0,71.0,7.0,2008-05-26,0.04825
1859,42.0,71.0,7.0,2008-05-27,0.032667
1860,42.0,71.0,7.0,2008-05-28,0.029333
1861,42.0,71.0,7.0,2008-05-29,0.031042
1862,42.0,71.0,7.0,2008-05-30,0.049958
1863,42.0,71.0,7.0,2008-05-31,0.032583
1864,42.0,71.0,7.0,2008-06-01,0.043917
1865,42.0,71.0,7.0,2008-06-02,0.037083
1866,42.0,71.0,7.0,2008-06-03,0.043875
1867,42.0,71.0,7.0,2008-06-04,0.022833
1868,42.0,71.0,7.0,2008-06-05,0.042792
1869,42.0,71.0,7.0,2008-06-06,0.042292
1870,42.0,71.0,7.0,2008-06-07,0.040667
1871,42.0,71.0,7.0,2008-06-08,0.035667
1872,42.0,71.0,7.0,2008-06-09,0.042333
1873,42.0,71.0,7.0,2008-06-10,0.045083
1874,42.0,71.0,7.0,2008-06-11,0.041
1875,42.0,71.0,7.0,2008-06-13,0.060042
1876,42.0,71.0,7.0,2008-06-13,0.05
1877,42.0,71.0,7.0,2008-06-13,0.060042
1878,42.0,71.0,7.0,2008-06-14,0.048167
1879,42.0,71.0,7.0,2008-06-15,0.034125
1880,42.0,71.0,7.0,2008-06-16,0.03675
1881,42.0,71.0,7.0,2008-06-17,0.031292
1882,42.0,71.0,7.0,2008-06-18,0.028667
1883,42.0,71.0,7.0,2008-06-19,0.022458
1884,42.0,71.0,7.0,2008-06-20,0.032625
1885,42.0,71.0,7.0,2008-06-21,0.051458
1886,42.0,71.0,7.0,2008-06-22,0.053458
1887,42.0,71.0,7.0,2008-06-23,0.047458
1888,42.0,71.0,7.0,2008-06-24,0.033333
1889,42.0,71.0,7.0,2008-06-25,0.041
1890,42.0,71.0,7.0,2008-06-26,0.040583
1891,42.0,71.0,7.0,2008-06-27,0.035792
1892,42.0,71.0,7.0,2008-06-28,0.034458
1893,42.0,71.0,7.0,2008-06-29,0.037792
1894,42.0,71.0,7.0,2008-06-30,0.0385
1895,42.0,71.0,7.0,2008-07-01,0.029792
1896,42.0,71.0,7.0,2008-07-02,0.046875
1897,42.0,71.0,7.0,2008-07-03,0.05
1898,42.0,71.0,7.0,2008-07-04,0.032167
1899,42.0,71.0,7.0,2008-07-05,0.028042
1900,42.0,71.0,7.0,2008-07-06,0.031167
1901,42.0,71.0,7.0,2008-07-07,0.031458
1902,42.0,71.0,7.0,2008-07-08,0.0415
1903,42.0,71.0,7.0,2008-07-09,0.030375
1904,42.0,71.0,7.0,2008-07-10,0.03225
1905,42.0,71.0,7.0,2008-07-11,0.038958
1906,42.0,71.0,7.0,2008-07-12,0.051292
1907,42.0,71.0,7.0,2008-07-13,0.045958
1908,42.0,71.0,7.0,2008-07-14,0.029208
1909,42.0,71.0,7.0,2008-07-15,0.030125
1910,42.0,71.0,7.0,2008-07-16,0.041792
1911,42.0,71.0,7.0,2008-07-17,0.044417
1912,42.0,71.0,7.0,2008-07-18,0.048542
1913,42.0,71.0,7.0,2008-07-19,0.041083
1914,42.0,71.0,7.0,2008-07-20,0.04325
1915,42.0,71.0,7.0,2008-07-21,0.039583
1916,42.0,71.0,7.0,2008-07-22,0.0475
1917,42.0,71.0,7.0,2008-07-23,0.035375
1918,42.0,71.0,7.0,2008-07-24,0.029458
1919,42.0,71.0,7.0,2008-07-25,0.036958
1920,42.0,71.0,7.0,2008-08-01,0.033875
1921,42.0,71.0,7.0,2008-08-02,0.037
1922,42.0,71.0,7.0,2008-08-03,0.023167
1923,42.0,71.0,7.0,2008-08-04,0.024708
1924,42.0,71.0,7.0,2008-08-05,0.036875
1925,42.0,71.0,7.0,2008-08-06,0.034042
1926,42.0,71.0,7.0,2008-08-07,0.033167
1927,42.0,71.0,7.0,2008-08-08,0.026958
1928,42.0,71.0,7.0,2008-08-09,0.025583
1929,42.0,71.0,7.0,2008-08-13,0.035833
1930,42.0,71.0,7.0,2008-08-14,0.036042
1931,42.0,71.0,7.0,2008-08-15,0.028708
1932,42.0,71.0,7.0,2008-08-16,0.025708
1933,42.0,71.0,7.0,2008-08-17,0.030417
1934,42.0,71.0,7.0,2008-08-18,0.036125
1935,42.0,71.0,7.0,2008-08-19,0.030833
1936,42.0,71.0,7.0,2008-08-20,0.022625
1937,42.0,71.0,7.0,2008-08-21,0.031083
1938,42.0,71.0,7.0,2008-08-22,0.041958
1939,42.0,71.0,7.0,2008-08-23,0.030208
1940,42.0,71.0,7.0,2008-08-24,0.031333
1941,42.0,71.0,7.0,2008-08-25,0.03125
1942,42.0,71.0,7.0,2008-08-26,0.024667
1943,42.0,71.0,7.0,2008-08-30,0.023917
1944,42.0,71.0,7.0,2008-08-31,0.022667
1945,42.0,71.0,7.0,2008-09-01,0.020208
1946,42.0,71.0,7.0,2008-09-02,0.022833
1947,42.0,71.0,7.0,2008-09-03,0.03225
1948,42.0,71.0,7.0,2008-09-04,0.049125
1949,42.0,71.0,7.0,2008-09-05,0.033667
1950,42.0,71.0,7.0,2008-09-09,0.02725
1951,42.0,71.0,7.0,2008-09-10,0.021
1952,42.0,71.0,7.0,2008-09-15,0.029042
1953,42.0,71.0,7.0,2008-09-16,0.013875
1954,42.0,71.0,7.0,2008-09-17,0.015542
1955,42.0,71.0,7.0,2008-09-18,0.021
1956,42.0,71.0,7.0,2008-09-19,0.017375
1957,42.0,71.0,7.0,2008-09-20,0.018417
1958,42.0,71.0,7.0,2008-09-21,0.024
1959,42.0,71.0,7.0,2008-09-22,0.01975
1960,42.0,71.0,7.0,2008-09-23,0.014625
1961,42.0,71.0,7.0,2008-09-24,0.020833
1962,42.0,71.0,7.0,2008-09-25,0.021375
1963,42.0,71.0,7.0,2008-09-26,0.013458
1964,42.0,71.0,7.0,2008-09-27,0.012542
1965,42.0,71.0,7.0,2008-09-28,0.018417
1966,42.0,71.0,7.0,2008-09-30,0.019833
1967,42.0,71.0,7.0,2008-10-01,0.016125
1968,42.0,71.0,7.0,2008-10-02,0.020125
1969,42.0,71.0,7.0,2008-10-03,0.012958
1970,42.0,71.0,7.0,2008-10-04,0.013667
1971,42.0,71.0,7.0,2008-10-05,0.019083
1972,42.0,71.0,7.0,2008-10-06,0.017583
1973,42.0,71.0,7.0,2008-10-07,0.011458
1974,42.0,71.0,7.0,2008-10-08,0.026944
1975,42.0,71.0,7.0,2008-10-10,0.013
1976,42.0,71.0,7.0,2008-10-11,0.014583
1977,42.0,71.0,7.0,2008-10-12,0.017292
1978,42.0,71.0,7.0,2008-10-13,0.012583
1979,42.0,71.0,7.0,2008-10-17,0.017542
1980,42.0,71.0,7.0,2008-10-18,0.022
1981,42.0,71.0,7.0,2008-10-19,0.016167
1982,42.0,71.0,7.0,2008-10-20,0.008292
1983,42.0,71.0,7.0,2008-10-21,0.019667
1984,42.0,71.0,7.0,2008-10-22,0.015208
1985,42.0,71.0,7.0,2008-10-23,0.008292
1986,42.0,71.0,7.0,2008-10-24,0.014708
1987,42.0,71.0,7.0,2008-10-25,0.02225
1988,42.0,71.0,7.0,2008-10-26,0.015458
1989,42.0,71.0,7.0,2008-10-27,0.016292
1990,42.0,71.0,7.0,2008-10-28,0.01975
1991,42.0,71.0,7.0,2008-10-29,0.019167
1992,42.0,71.0,7.0,2008-10-30,0.015208
1993,42.0,71.0,7.0,2008-10-31,0.010579
1994,42.0,73.0,15.0,2008-03-31,0.029
1995,42.0,73.0,15.0,2008-04-01,0.033708
1996,42.0,73.0,15.0,2008-04-02,0.036917
1997,42.0,73.0,15.0,2008-04-03,0.034167
1998,42.0,73.0,15.0,2008-04-04,0.020792
1999,42.0,73.0,15.0,2008-04-05,0.036458
2000,42.0,73.0,15.0,2008-04-06,0.041625
2001,42.0,73.0,15.0,2008-04-07,0.031958
2002,42.0,73.0,15.0,2008-04-08,0.036333
2003,42.0,73.0,15.0,2008-04-09,0.0285
2004,42.0,73.0,15.0,2008-04-10,0.036833
2005,42.0,73.0,15.0,2008-04-11,0.033083
2006,42.0,73.0,15.0,2008-04-12,0.031833
2007,42.0,73.0,15.0,2008-04-13,0.0285
2008,42.0,73.0,15.0,2008-04-14,0.028917
2009,42.0,73.0,15.0,2008-04-15,0.026833
2010,42.0,73.0,15.0,2008-04-16,0.020042
2011,42.0,73.0,15.0,2008-04-17,0.030708
2012,42.0,73.0,15.0,2008-04-18,0.035208
2013,42.0,73.0,15.0,2008-04-19,0.044083
2014,42.0,73.0,15.0,2008-04-20,0.046167
2015,42.0,73.0,15.0,2008-04-21,0.035292
2016,42.0,73.0,15.0,2008-04-22,0.032333
2017,42.0,73.0,15.0,2008-04-23,0.023458
2018,42.0,73.0,15.0,2008-04-24,0.032292
2019,42.0,73.0,15.0,2008-04-25,0.020375
2020,42.0,73.0,15.0,2008-04-26,0.027625
2021,42.0,73.0,15.0,2008-04-27,0.04325
2022,42.0,73.0,15.0,2008-04-28,0.0385
2023,42.0,73.0,15.0,2008-04-29,0.042542
2024,42.0,73.0,15.0,2008-04-30,0.036458
2025,42.0,73.0,15.0,2008-05-01,0.029083
2026,42.0,73.0,15.0,2008-05-02,0.026625
2027,42.0,73.0,15.0,2008-05-03,0.036125
2028,42.0,73.0,15.0,2008-05-04,0.036208
2029,42.0,73.0,15.0,2008-05-05,0.030208
2030,42.0,73.0,15.0,2008-05-06,0.034708
2031,42.0,73.0,15.0,2008-05-07,0.042167
2032,42.0,73.0,15.0,2008-05-08,0.027917
2033,42.0,73.0,15.0,2008-05-09,0.028833
2034,42.0,73.0,15.0,2008-05-10,0.033833
2035,42.0,73.0,15.0,2008-05-11,0.040583
2036,42.0,73.0,15.0,2008-05-12,0.0315
2037,42.0,73.0,15.0,2008-05-13,0.028917
2038,42.0,73.0,15.0,2008-05-14,0.02175
2039,42.0,73.0,15.0,2008-05-15,0.032792
2040,42.0,73.0,15.0,2008-05-16,0.031458
2041,42.0,73.0,15.0,2008-05-17,0.029167
2042,42.0,73.0,15.0,2008-05-18,0.033583
2043,42.0,73.0,15.0,2008-05-19,0.027542
2044,42.0,73.0,15.0,2008-05-20,0.022083
2045,42.0,73.0,15.0,2008-05-21,0.022458
2046,42.0,73.0,15.0,2008-05-22,0.013417
2047,42.0,73.0,15.0,2008-05-23,0.0195
2048,42.0,73.0,15.0,2008-05-24,0.025083
2049,42.0,73.0,15.0,2008-05-25,0.030583
2050,42.0,73.0,15.0,2008-05-26,0.030667
2051,42.0,73.0,15.0,2008-05-27,0.021167
2052,42.0,73.0,15.0,2008-05-28,0.029833
2053,42.0,73.0,15.0,2008-05-29,0.032083
2054,42.0,73.0,15.0,2008-05-30,0.03775
2055,42.0,73.0,15.0,2008-05-31,0.038792
2056,42.0,73.0,15.0,2008-06-01,0.035708
2057,42.0,73.0,15.0,2008-06-02,0.027583
2058,42.0,73.0,15.0,2008-06-03,0.0195
2059,42.0,73.0,15.0,2008-06-04,0.019875
2060,42.0,73.0,15.0,2008-06-05,0.022375
2061,42.0,73.0,15.0,2008-06-06,0.02525
2062,42.0,73.0,15.0,2008-06-07,0.025792
2063,42.0,73.0,15.0,2008-06-08,0.027917
2064,42.0,73.0,15.0,2008-06-09,0.031417
2065,42.0,73.0,15.0,2008-06-10,0.029042
2066,42.0,73.0,15.0,2008-06-11,0.035125
2067,42.0,73.0,15.0,2008-06-12,0.052542
2068,42.0,73.0,15.0,2008-06-13,0.04925
2069,42.0,73.0,15.0,2008-06-14,0.023375
2070,42.0,73.0,15.0,2008-06-15,0.036792
2071,42.0,73.0,15.0,2008-06-16,0.041667
2072,42.0,73.0,15.0,2008-06-17,0.020875
2073,42.0,73.0,15.0,2008-06-18,0.014458
2074,42.0,73.0,15.0,2008-06-19,0.018111
2075,42.0,73.0,15.0,2008-06-20,0.028375
2076,42.0,73.0,15.0,2008-06-21,0.038792
2077,42.0,73.0,15.0,2008-06-22,0.034833
2078,42.0,73.0,15.0,2008-06-23,0.021292
2079,42.0,73.0,15.0,2008-06-24,0.02225
2080,42.0,73.0,15.0,2008-06-26,0.035375
2081,42.0,73.0,15.0,2008-06-27,0.03275
2082,42.0,73.0,15.0,2008-06-28,0.032625
2083,42.0,73.0,15.0,2008-06-29,0.028042
2084,42.0,73.0,15.0,2008-06-30,0.018208
2085,42.0,73.0,15.0,2008-07-01,0.026958
2086,42.0,73.0,15.0,2008-07-02,0.038917
2087,42.0,73.0,15.0,2008-07-03,0.023875
2088,42.0,73.0,15.0,2008-07-04,0.031167
2089,42.0,73.0,15.0,2008-07-05,0.029042
2090,42.0,73.0,15.0,2008-07-06,0.028708
2091,42.0,73.0,15.0,2008-07-07,0.026583
2092,42.0,73.0,15.0,2008-07-08,0.031583
2093,42.0,73.0,15.0,2008-07-09,0.028667
2094,42.0,73.0,15.0,2008-07-10,0.0035
2095,42.0,73.0,15.0,2008-07-11,0.033571
2096,42.0,73.0,15.0,2008-07-12,0.041167
2097,42.0,73.0,15.0,2008-07-13,0.021875
2098,42.0,73.0,15.0,2008-07-14,0.024208
2099,42.0,73.0,15.0,2008-07-15,0.03
2100,42.0,73.0,15.0,2008-07-16,0.03075
2101,42.0,73.0,15.0,2008-07-17,0.033292
2102,42.0,73.0,15.0,2008-07-18,0.03625
2103,42.0,73.0,15.0,2008-07-19,0.041792
2104,42.0,73.0,15.0,2008-07-20,0.030458
2105,42.0,73.0,15.0,2008-07-21,0.029417
2106,42.0,73.0,15.0,2008-07-22,0.034167
2107,42.0,73.0,15.0,2008-07-23,0.031208
2108,42.0,73.0,15.0,2008-07-24,0.023625
2109,42.0,73.0,15.0,2008-07-25,0.031542
2110,42.0,73.0,15.0,2008-07-26,0.0325
2111,42.0,73.0,15.0,2008-07-27,0.025
2112,42.0,73.0,15.0,2008-07-28,0.028667
2113,42.0,73.0,15.0,2008-07-29,0.035542
2114,42.0,73.0,15.0,2008-07-30,0.021292
2115,42.0,73.0,15.0,2008-07-31,0.030542
2116,42.0,73.0,15.0,2008-08-01,0.033583
2117,42.0,73.0,15.0,2008-08-02,0.030625
2118,42.0,73.0,15.0,2008-08-03,0.018
2119,42.0,73.0,15.0,2008-08-04,0.023292
2120,42.0,73.0,15.0,2008-08-05,0.021875
2121,42.0,73.0,15.0,2008-08-06,0.023958
2122,42.0,73.0,15.0,2008-08-07,0.024417
2123,42.0,73.0,15.0,2008-08-08,0.015
2124,42.0,73.0,15.0,2008-08-09,0.025333
2125,42.0,73.0,15.0,2008-08-10,0.022
2126,42.0,73.0,15.0,2008-08-11,0.018833
2127,42.0,73.0,15.0,2008-08-12,0.015292
2128,42.0,73.0,15.0,2008-08-13,0.01875
2129,42.0,73.0,15.0,2008-08-14,0.016
2130,42.0,73.0,15.0,2008-08-15,0.019167
2131,42.0,73.0,15.0,2008-08-16,0.015833
2132,42.0,73.0,15.0,2008-08-17,0.026667
2133,42.0,73.0,15.0,2008-08-18,0.032542
2134,42.0,73.0,15.0,2008-08-19,0.0205
2135,42.0,73.0,15.0,2008-08-20,0.023708
2136,42.0,73.0,15.0,2008-08-21,0.044542
2137,42.0,73.0,15.0,2008-08-22,0.037583
2138,42.0,73.0,15.0,2008-08-23,0.034458
2139,42.0,73.0,15.0,2008-08-24,0.034375
2140,42.0,73.0,15.0,2008-08-28,0.022917
2141,42.0,73.0,15.0,2008-08-29,0.024208
2142,42.0,73.0,15.0,2008-08-30,0.028125
2143,42.0,73.0,15.0,2008-08-31,0.023708
2144,42.0,73.0,15.0,2008-09-01,0.027917
2145,42.0,73.0,15.0,2008-09-02,0.030875
2146,42.0,73.0,15.0,2008-09-03,0.032208
2147,42.0,73.0,15.0,2008-09-04,0.042792
2148,42.0,73.0,15.0,2008-09-05,0.024375
2149,42.0,73.0,15.0,2008-09-06,0.012917
2150,42.0,73.0,15.0,2008-09-07,0.017792
2151,42.0,73.0,15.0,2008-09-08,0.020167
2152,42.0,73.0,15.0,2008-09-09,0.016292
2153,42.0,73.0,15.0,2008-09-10,0.015333
2154,42.0,73.0,15.0,2008-09-11,0.019208
2155,42.0,73.0,15.0,2008-09-12,0.006083
2156,42.0,73.0,15.0,2008-09-13,0.009375
2157,42.0,73.0,15.0,2008-09-14,0.027625
2158,42.0,73.0,15.0,2008-09-15,0.01825
2159,42.0,73.0,15.0,2008-09-18,0.016583
2160,42.0,73.0,15.0,2008-09-19,0.028917
2161,42.0,73.0,15.0,2008-09-20,0.023375
2162,42.0,73.0,15.0,2008-09-21,0.031917
2163,42.0,73.0,15.0,2008-09-22,0.020292
2164,42.0,73.0,15.0,2008-09-23,0.022125
2165,42.0,73.0,15.0,2008-09-24,0.022333
2166,42.0,73.0,15.0,2008-09-25,0.02125
2167,42.0,73.0,15.0,2008-09-26,0.018042
2168,42.0,73.0,15.0,2008-09-27,0.016667
2169,42.0,73.0,15.0,2008-09-28,0.013292
2170,42.0,73.0,15.0,2008-09-29,0.018375
2171,42.0,73.0,15.0,2008-09-30,0.0165
2172,42.0,73.0,15.0,2008-10-01,0.012167
2173,42.0,73.0,15.0,2008-10-02,0.017417
2174,42.0,73.0,15.0,2008-10-03,0.015208
2175,42.0,73.0,15.0,2008-10-04,0.017
2176,42.0,73.0,15.0,2008-10-05,0.015917
2177,42.0,73.0,15.0,2008-10-06,0.0155
2178,42.0,73.0,15.0,2008-10-07,0.014
2179,42.0,73.0,15.0,2008-10-08,0.012
2180,42.0,73.0,15.0,2008-10-09,0.013125
2181,42.0,73.0,15.0,2008-10-10,0.01325
2182,42.0,73.0,15.0,2008-10-11,0.017292
2183,42.0,73.0,15.0,2008-10-12,0.017
2184,42.0,73.0,15.0,2008-10-13,0.008583
2185,42.0,73.0,15.0,2008-10-14,0.013083
2186,42.0,73.0,15.0,2008-10-15,0.007708
2187,42.0,73.0,15.0,2008-10-16,0.018292
2188,42.0,73.0,15.0,2008-10-17,0.010708
2189,42.0,73.0,15.0,2008-10-18,0.016417
2190,42.0,73.0,15.0,2008-10-19,0.0135
2191,42.0,73.0,15.0,2008-10-20,0.012583
2192,42.0,73.0,15.0,2008-10-21,0.024583
2193,42.0,73.0,15.0,2008-10-22,0.021167
2194,42.0,73.0,15.0,2008-10-23,0.015583
2195,42.0,73.0,15.0,2008-10-24,0.017625
2196,42.0,73.0,15.0,2008-10-25,0.013375
2197,42.0,73.0,15.0,2008-10-26,0.020208
2198,42.0,73.0,15.0,2008-10-27,0.012333
2199,42.0,73.0,15.0,2008-10-28,0.019292
2200,42.0,73.0,15.0,2008-10-29,0.01725
2201,42.0,73.0,15.0,2008-10-30,0.0095
2202,42.0,73.0,15.0,2008-10-31,0.012579
2203,42.0,79.0,1101.0,2008-03-31,0.0275
2204,42.0,79.0,1101.0,2008-04-01,0.030542
2205,42.0,79.0,1101.0,2008-04-02,0.035125
2206,42.0,79.0,1101.0,2008-04-03,0.029708
2207,42.0,79.0,1101.0,2008-04-04,0.015042
2208,42.0,79.0,1101.0,2008-04-05,0.025333
2209,42.0,79.0,1101.0,2008-04-06,0.035375
2210,42.0,79.0,1101.0,2008-04-07,0.03275
2211,42.0,79.0,1101.0,2008-04-08,0.031833
2212,42.0,79.0,1101.0,2008-04-09,0.027458
2213,42.0,79.0,1101.0,2008-04-10,0.036667
2214,42.0,79.0,1101.0,2008-04-11,0.025167
2215,42.0,79.0,1101.0,2008-04-12,0.040708
2216,42.0,79.0,1101.0,2008-04-13,0.033292
2217,42.0,79.0,1101.0,2008-04-14,0.029375
2218,42.0,79.0,1101.0,2008-04-15,0.022292
2219,42.0,79.0,1101.0,2008-04-16,0.02675
2220,42.0,79.0,1101.0,2008-04-17,0.024375
2221,42.0,79.0,1101.0,2008-04-18,0.033708
2222,42.0,79.0,1101.0,2008-04-19,0.062833
2223,42.0,79.0,1101.0,2008-04-20,0.046708
2224,42.0,79.0,1101.0,2008-04-21,0.0405
2225,42.0,79.0,1101.0,2008-04-22,0.037667
2226,42.0,79.0,1101.0,2008-04-23,0.03125
2227,42.0,79.0,1101.0,2008-04-24,0.0345
2228,42.0,79.0,1101.0,2008-04-25,0.042292
2229,42.0,79.0,1101.0,2008-04-26,0.046875
2230,42.0,79.0,1101.0,2008-04-27,0.041958
2231,42.0,79.0,1101.0,2008-04-28,0.026333
2232,42.0,79.0,1101.0,2008-04-29,0.032958
2233,42.0,79.0,1101.0,2008-04-30,0.025917
2234,42.0,79.0,1101.0,2008-05-01,0.030333
2235,42.0,79.0,1101.0,2008-05-02,0.033708
2236,42.0,79.0,1101.0,2008-05-03,0.040292
2237,42.0,79.0,1101.0,2008-05-04,0.030583
2238,42.0,79.0,1101.0,2008-05-05,0.027417
2239,42.0,79.0,1101.0,2008-05-06,0.025542
2240,42.0,79.0,1101.0,2008-05-07,0.049542
2241,42.0,79.0,1101.0,2008-05-08,0.0405
2242,42.0,79.0,1101.0,2008-05-09,0.0225
2243,42.0,79.0,1101.0,2008-05-10,0.02075
2244,42.0,79.0,1101.0,2008-05-11,0.035583
2245,42.0,79.0,1101.0,2008-05-12,0.0275
2246,42.0,79.0,1101.0,2008-05-13,0.025208
2247,42.0,79.0,1101.0,2008-05-14,0.031292
2248,42.0,79.0,1101.0,2008-05-15,0.026458
2249,42.0,79.0,1101.0,2008-05-16,0.026625
2250,42.0,79.0,1101.0,2008-05-17,0.036333
2251,42.0,79.0,1101.0,2008-05-18,0.032167
2252,42.0,79.0,1101.0,2008-05-19,0.022542
2253,42.0,79.0,1101.0,2008-05-20,0.015583
2254,42.0,79.0,1101.0,2008-05-21,0.02375
2255,42.0,79.0,1101.0,2008-05-22,0.016875
2256,42.0,79.0,1101.0,2008-05-23,0.020792
2257,42.0,79.0,1101.0,2008-05-24,0.022917
2258,42.0,79.0,1101.0,2008-05-25,0.022375
2259,42.0,79.0,1101.0,2008-05-26,0.044208
2260,42.0,79.0,1101.0,2008-05-27,0.035
2261,42.0,79.0,1101.0,2008-05-28,0.027208
2262,42.0,79.0,1101.0,2008-05-29,0.024167
2263,42.0,79.0,1101.0,2008-05-30,0.045083
2264,42.0,79.0,1101.0,2008-05-31,0.02875
2265,42.0,79.0,1101.0,2008-06-01,0.034708
2266,42.0,79.0,1101.0,2008-06-02,0.024542
2267,42.0,79.0,1101.0,2008-06-03,0.041458
2268,42.0,79.0,1101.0,2008-06-04,0.026833
2269,42.0,79.0,1101.0,2008-06-05,0.036208
2270,42.0,79.0,1101.0,2008-06-06,0.037125
2271,42.0,79.0,1101.0,2008-06-07,0.025833
2272,42.0,79.0,1101.0,2008-06-08,0.027583
2273,42.0,79.0,1101.0,2008-06-09,0.029
2274,42.0,79.0,1101.0,2008-06-10,0.034792
2275,42.0,79.0,1101.0,2008-06-11,0.028417
2276,42.0,79.0,1101.0,2008-06-12,0.029042
2277,42.0,79.0,1101.0,2008-06-12,0.027833
2278,42.0,79.0,1101.0,2008-06-13,0.055875
2279,42.0,79.0,1101.0,2008-06-13,0.054286
2280,42.0,79.0,1101.0,2008-06-13,0.055875
2281,42.0,79.0,1101.0,2008-06-14,0.036292
2282,42.0,79.0,1101.0,2008-06-15,0.0275
2283,42.0,79.0,1101.0,2008-06-16,0.02875
2284,42.0,79.0,1101.0,2008-06-17,0.018583
2285,42.0,79.0,1101.0,2008-06-19,0.016125
2286,42.0,79.0,1101.0,2008-06-20,0.02625
2287,42.0,79.0,1101.0,2008-06-21,0.036042
2288,42.0,79.0,1101.0,2008-06-22,0.03525
2289,42.0,79.0,1101.0,2008-06-23,0.0375
2290,42.0,79.0,1101.0,2008-06-24,0.026292
2291,42.0,79.0,1101.0,2008-06-25,0.028375
2292,42.0,79.0,1101.0,2008-06-26,0.025083
2293,42.0,79.0,1101.0,2008-06-27,0.028708
2294,42.0,79.0,1101.0,2008-06-28,0.033833
2295,42.0,79.0,1101.0,2008-06-29,0.032875
2296,42.0,79.0,1101.0,2008-06-30,0.032583
2297,42.0,79.0,1101.0,2008-07-01,0.019958
2298,42.0,79.0,1101.0,2008-07-02,0.033208
2299,42.0,79.0,1101.0,2008-07-03,0.034833
2300,42.0,79.0,1101.0,2008-07-04,0.01725
2301,42.0,79.0,1101.0,2008-07-05,0.020375
2302,42.0,79.0,1101.0,2008-07-06,0.033625
2303,42.0,79.0,1101.0,2008-07-07,0.032417
2304,42.0,79.0,1101.0,2008-07-08,0.042708
2305,42.0,79.0,1101.0,2008-07-09,0.024375
2306,42.0,79.0,1101.0,2008-07-10,0.0205
2307,42.0,79.0,1101.0,2008-07-11,0.027208
